timestamp,severity,if_anomaly,root_cause,recommended_action,packet_loss_ratio
284,normal,1,interference,frequency_reallocation + power_control,0.0449
284,normal,1,combined/other,multi-action (reroute + prioritize),0.0051
284,normal,0,combined/other,multi-action (reroute + prioritize),0.013
285,critical,1,interference,frequency_reallocation + power_control,0.965
285,degraded,1,interference,frequency_reallocation + power_control,0.77
285,degraded,1,congestion,load_balancing + traffic_throttling,0.829
285,normal,1,combined/other,multi-action (reroute + prioritize),0.0717
285,normal,1,interference,frequency_reallocation + power_control,0.0202
285,normal,1,combined/other,multi-action (reroute + prioritize),0.0657
285,normal,1,combined/other,multi-action (reroute + prioritize),0.0756
285,normal,1,combined/other,multi-action (reroute + prioritize),0.0746
285,normal,1,interference,frequency_reallocation + power_control,0.0149
285,normal,1,combined/other,multi-action (reroute + prioritize),0.0614
285,normal,1,combined/other,multi-action (reroute + prioritize),0.0156
286,critical,1,interference,frequency_reallocation + power_control,0.995
286,critical,1,interference,frequency_reallocation + power_control,0.9
286,critical,1,congestion,load_balancing + traffic_throttling,0.998
286,normal,1,combined/other,multi-action (reroute + prioritize),0.027
286,normal,1,interference,frequency_reallocation + power_control,0.0571
286,normal,1,combined/other,multi-action (reroute + prioritize),0.0526
286,normal,1,combined/other,multi-action (reroute + prioritize),0.0719
286,normal,1,combined/other,multi-action (reroute + prioritize),0.0226
286,normal,1,interference,frequency_reallocation + power_control,0.0526
286,normal,1,combined/other,multi-action (reroute + prioritize),0.021
286,normal,1,combined/other,multi-action (reroute + prioritize),0.0662
287,critical,1,interference,frequency_reallocation + power_control,1.0
287,degraded,1,interference,frequency_reallocation + power_control,0.66
287,critical,1,congestion,load_balancing + traffic_throttling,1.0
287,normal,1,combined/other,multi-action (reroute + prioritize),0.0492
287,normal,1,interference,frequency_reallocation + power_control,0.0036
287,normal,1,combined/other,multi-action (reroute + prioritize),0.0616
287,normal,1,combined/other,multi-action (reroute + prioritize),0.0347
287,normal,0,combined/other,multi-action (reroute + prioritize),0.0554
287,normal,1,interference,frequency_reallocation + power_control,0.0297
287,normal,1,combined/other,multi-action (reroute + prioritize),0.0514
287,normal,1,combined/other,multi-action (reroute + prioritize),0.0372
288,critical,1,interference,frequency_reallocation + power_control,0.885
288,critical,1,interference,frequency_reallocation + power_control,0.995
288,critical,1,congestion,load_balancing + traffic_throttling,0.903
288,normal,1,combined/other,multi-action (reroute + prioritize),0.018
288,normal,1,interference,frequency_reallocation + power_control,0.0527
288,normal,1,combined/other,multi-action (reroute + prioritize),0.0297
288,normal,1,combined/other,multi-action (reroute + prioritize),0.0742
288,normal,1,combined/other,multi-action (reroute + prioritize),0.006
288,normal,1,interference,frequency_reallocation + power_control,0.0491
288,normal,1,combined/other,multi-action (reroute + prioritize),0.0095
288,normal,1,combined/other,multi-action (reroute + prioritize),0.0736
289,critical,1,interference,frequency_reallocation + power_control,0.845
289,critical,1,interference,frequency_reallocation + power_control,0.9925
289,normal,1,combined/other,multi-action (reroute + prioritize),0.0291
289,normal,1,interference,frequency_reallocation + power_control,0.0154
289,normal,1,combined/other,multi-action (reroute + prioritize),0.0596
289,normal,1,combined/other,multi-action (reroute + prioritize),0.0736
289,normal,0,combined/other,multi-action (reroute + prioritize),0.0614
289,normal,1,interference,frequency_reallocation + power_control,0.0225
289,normal,1,combined/other,multi-action (reroute + prioritize),0.0715
289,normal,1,combined/other,multi-action (reroute + prioritize),0.0223
290,critical,1,combined/other,multi-action (reroute + prioritize),1.0
290,critical,1,interference,frequency_reallocation + power_control,1.0
290,normal,1,combined/other,multi-action (reroute + prioritize),0.0079
290,normal,1,interference,frequency_reallocation + power_control,0.0683
290,normal,1,combined/other,multi-action (reroute + prioritize),0.0491
290,normal,1,combined/other,multi-action (reroute + prioritize),0.0075
290,normal,1,combined/other,multi-action (reroute + prioritize),0.0018
290,normal,1,interference,frequency_reallocation + power_control,0.0274
290,normal,1,combined/other,multi-action (reroute + prioritize),0.0038
290,normal,1,combined/other,multi-action (reroute + prioritize),0.0257
291,critical,1,interference,frequency_reallocation + power_control,1.0
291,degraded,1,interference,frequency_reallocation + power_control,0.885
291,normal,1,combined/other,multi-action (reroute + prioritize),0.0288
291,normal,1,interference,frequency_reallocation + power_control,0.0642
291,normal,1,combined/other,multi-action (reroute + prioritize),0.0325
291,normal,1,combined/other,multi-action (reroute + prioritize),0.0797
291,normal,1,combined/other,multi-action (reroute + prioritize),0.0283
291,normal,1,interference,frequency_reallocation + power_control,0.0325
291,normal,1,combined/other,multi-action (reroute + prioritize),0.0096
291,normal,1,combined/other,multi-action (reroute + prioritize),0.005
292,critical,1,interference,frequency_reallocation + power_control,0.985
292,degraded,1,combined/other,multi-action (reroute + prioritize),0.6775
292,normal,1,combined/other,multi-action (reroute + prioritize),0.0309
292,normal,1,interference,frequency_reallocation + power_control,0.0115
292,normal,1,combined/other,multi-action (reroute + prioritize),0.0026
292,normal,1,combined/other,multi-action (reroute + prioritize),0.0636
292,normal,1,combined/other,multi-action (reroute + prioritize),0.001
292,normal,1,interference,frequency_reallocation + power_control,0.0014
292,normal,1,combined/other,multi-action (reroute + prioritize),0.0298
292,normal,1,combined/other,multi-action (reroute + prioritize),0.0337
293,critical,1,interference,frequency_reallocation + power_control,1.0
293,degraded,1,combined/other,multi-action (reroute + prioritize),0.755
293,normal,1,combined/other,multi-action (reroute + prioritize),0.0579
293,normal,1,interference,frequency_reallocation + power_control,0.0768
293,normal,1,combined/other,multi-action (reroute + prioritize),0.0014
293,normal,1,combined/other,multi-action (reroute + prioritize),0.0213
293,normal,1,combined/other,multi-action (reroute + prioritize),0.0037
293,normal,1,interference,frequency_reallocation + power_control,0.0759
293,normal,1,combined/other,multi-action (reroute + prioritize),0.0384
293,normal,1,combined/other,multi-action (reroute + prioritize),0.0772
294,critical,1,interference,frequency_reallocation + power_control,0.91
294,degraded,1,combined/other,multi-action (reroute + prioritize),0.83
294,normal,1,combined/other,multi-action (reroute + prioritize),0.0532
294,normal,1,interference,frequency_reallocation + power_control,0.0335
294,normal,1,combined/other,multi-action (reroute + prioritize),0.001
294,normal,1,combined/other,multi-action (reroute + prioritize),0.023
294,normal,1,combined/other,multi-action (reroute + prioritize),0.0031
294,normal,1,interference,frequency_reallocation + power_control,0.0057
294,normal,1,combined/other,multi-action (reroute + prioritize),0.0016
294,normal,0,combined/other,multi-action (reroute + prioritize),0.0136
295,normal,1,combined/other,multi-action (reroute + prioritize),0.22
295,critical,1,interference,frequency_reallocation + power_control,1.0
295,normal,1,combined/other,multi-action (reroute + prioritize),0.0139
295,normal,1,interference,frequency_reallocation + power_control,0.0549
295,normal,1,combined/other,multi-action (reroute + prioritize),0.0759
295,normal,1,combined/other,multi-action (reroute + prioritize),0.0474
295,normal,1,combined/other,multi-action (reroute + prioritize),0.0186
295,normal,1,interference,frequency_reallocation + power_control,0.0452
295,normal,1,combined/other,multi-action (reroute + prioritize),0.0526
295,normal,1,combined/other,multi-action (reroute + prioritize),0.0259
296,degraded,1,interference,frequency_reallocation + power_control,0.19
296,critical,1,interference,frequency_reallocation + power_control,0.93
296,normal,1,combined/other,multi-action (reroute + prioritize),0.0094
296,normal,1,interference,frequency_reallocation + power_control,0.0335
296,normal,1,combined/other,multi-action (reroute + prioritize),0.074
296,normal,1,combined/other,multi-action (reroute + prioritize),0.0062
296,normal,1,combined/other,multi-action (reroute + prioritize),0.0465
296,normal,1,interference,frequency_reallocation + power_control,0.074
296,normal,1,combined/other,multi-action (reroute + prioritize),0.0784
296,normal,1,combined/other,multi-action (reroute + prioritize),0.0431
297,critical,1,interference,frequency_reallocation + power_control,0.825
297,critical,1,interference,frequency_reallocation + power_control,0.9975
297,normal,1,combined/other,multi-action (reroute + prioritize),0.0444
297,normal,1,interference,frequency_reallocation + power_control,0.0282
297,normal,1,combined/other,multi-action (reroute + prioritize),0.0307
297,normal,1,combined/other,multi-action (reroute + prioritize),0.054
297,normal,1,combined/other,multi-action (reroute + prioritize),0.0301
297,normal,1,interference,frequency_reallocation + power_control,0.0022
297,normal,1,combined/other,multi-action (reroute + prioritize),0.0171
297,normal,1,combined/other,multi-action (reroute + prioritize),0.0159
298,critical,1,interference,frequency_reallocation + power_control,0.82
298,critical,1,interference,frequency_reallocation + power_control,0.87
298,normal,1,combined/other,multi-action (reroute + prioritize),0.0116
298,normal,1,interference,frequency_reallocation + power_control,0.023
298,normal,1,combined/other,multi-action (reroute + prioritize),0.0022
298,normal,1,combined/other,multi-action (reroute + prioritize),0.079
298,normal,1,combined/other,multi-action (reroute + prioritize),0.0065
298,normal,1,interference,frequency_reallocation + power_control,0.0703
298,normal,1,combined/other,multi-action (reroute + prioritize),0.0731
298,normal,1,combined/other,multi-action (reroute + prioritize),0.079
299,critical,1,interference,frequency_reallocation + power_control,0.715
299,critical,1,interference,frequency_reallocation + power_control,1.0
299,normal,1,combined/other,multi-action (reroute + prioritize),0.063
299,normal,1,interference,frequency_reallocation + power_control,0.0538
299,normal,1,combined/other,multi-action (reroute + prioritize),0.0272
299,normal,1,combined/other,multi-action (reroute + prioritize),0.0708
299,normal,1,combined/other,multi-action (reroute + prioritize),0.0302
299,normal,1,interference,frequency_reallocation + power_control,0.021
299,normal,1,combined/other,multi-action (reroute + prioritize),0.0793
299,normal,1,combined/other,multi-action (reroute + prioritize),0.0092
300,critical,1,interference,frequency_reallocation + power_control,0.875
300,normal,1,combined/other,multi-action (reroute + prioritize),0.0
300,normal,1,combined/other,multi-action (reroute + prioritize),0.0506
300,normal,1,interference,frequency_reallocation + power_control,0.0067
300,normal,1,combined/other,multi-action (reroute + prioritize),0.0703
300,normal,1,combined/other,multi-action (reroute + prioritize),0.0336
300,normal,1,combined/other,multi-action (reroute + prioritize),0.0557
300,normal,1,interference,frequency_reallocation + power_control,0.0328
300,normal,1,combined/other,multi-action (reroute + prioritize),0.0542
300,normal,1,combined/other,multi-action (reroute + prioritize),0.0599
301,normal,1,combined/other,multi-action (reroute + prioritize),0.0
301,critical,1,interference,frequency_reallocation + power_control,0.995
301,normal,1,combined/other,multi-action (reroute + prioritize),0.0521
301,normal,1,combined/other,multi-action (reroute + prioritize),0.0143
302,critical,1,interference,frequency_reallocation + power_control,0.975
302,critical,1,interference,frequency_reallocation + power_control,0.99
302,normal,1,combined/other,multi-action (reroute + prioritize),0.0292
302,normal,1,combined/other,multi-action (reroute + prioritize),0.0108
303,critical,1,interference,frequency_reallocation + power_control,0.955
303,critical,1,interference,frequency_reallocation + power_control,1.0
303,normal,1,combined/other,multi-action (reroute + prioritize),0.0726
303,normal,1,combined/other,multi-action (reroute + prioritize),0.007
304,critical,1,interference,frequency_reallocation + power_control,1.0
304,critical,1,interference,frequency_reallocation + power_control,1.0
304,normal,1,combined/other,multi-action (reroute + prioritize),0.003
304,normal,1,combined/other,multi-action (reroute + prioritize),0.069
305,critical,1,interference,frequency_reallocation + power_control,0.98
305,critical,1,interference,frequency_reallocation + power_control,0.995
305,normal,1,combined/other,multi-action (reroute + prioritize),0.0339
305,normal,1,combined/other,multi-action (reroute + prioritize),0.0522
306,critical,1,interference,frequency_reallocation + power_control,1.0
306,critical,1,interference,frequency_reallocation + power_control,0.9925
306,normal,1,combined/other,multi-action (reroute + prioritize),0.0158
306,normal,1,combined/other,multi-action (reroute + prioritize),0.0351
307,critical,1,interference,frequency_reallocation + power_control,0.76
307,critical,1,interference,frequency_reallocation + power_control,1.0
307,normal,1,combined/other,multi-action (reroute + prioritize),0.0798
307,normal,1,combined/other,multi-action (reroute + prioritize),0.0617
308,critical,1,interference,frequency_reallocation + power_control,1.0
308,critical,1,interference,frequency_reallocation + power_control,0.99
308,normal,1,combined/other,multi-action (reroute + prioritize),0.0419
308,normal,1,combined/other,multi-action (reroute + prioritize),0.071
309,critical,1,combined/other,multi-action (reroute + prioritize),1.0
309,degraded,1,combined/other,multi-action (reroute + prioritize),0.7225
309,normal,1,combined/other,multi-action (reroute + prioritize),0.0019
309,normal,1,combined/other,multi-action (reroute + prioritize),0.061
310,critical,1,interference,frequency_reallocation + power_control,0.975
310,degraded,1,combined/other,multi-action (reroute + prioritize),0.8025
310,normal,1,combined/other,multi-action (reroute + prioritize),0.0135
310,normal,1,combined/other,multi-action (reroute + prioritize),0.0301
311,critical,1,interference,frequency_reallocation + power_control,0.975
311,degraded,1,combined/other,multi-action (reroute + prioritize),0.6175
311,normal,1,combined/other,multi-action (reroute + prioritize),0.0065
311,normal,1,combined/other,multi-action (reroute + prioritize),0.0047
312,normal,1,combined/other,multi-action (reroute + prioritize),0.015
312,critical,1,interference,frequency_reallocation + power_control,1.0
312,normal,1,combined/other,multi-action (reroute + prioritize),0.0069
312,normal,1,combined/other,multi-action (reroute + prioritize),0.0632
313,degraded,1,interference,frequency_reallocation + power_control,0.255
313,critical,1,interference,frequency_reallocation + power_control,0.8925
313,normal,1,combined/other,multi-action (reroute + prioritize),0.0275
313,normal,1,combined/other,multi-action (reroute + prioritize),0.0555
314,critical,1,interference,frequency_reallocation + power_control,0.875
314,critical,1,interference,frequency_reallocation + power_control,0.935
314,normal,1,combined/other,multi-action (reroute + prioritize),0.0495
314,normal,1,combined/other,multi-action (reroute + prioritize),0.023
315,critical,1,interference,frequency_reallocation + power_control,0.86
315,critical,1,interference,frequency_reallocation + power_control,0.99
315,normal,1,combined/other,multi-action (reroute + prioritize),0.0045
315,normal,1,combined/other,multi-action (reroute + prioritize),0.0053
316,critical,1,interference,frequency_reallocation + power_control,0.82
316,critical,1,interference,frequency_reallocation + power_control,0.9975
316,normal,1,combined/other,multi-action (reroute + prioritize),0.0495
316,normal,1,combined/other,multi-action (reroute + prioritize),0.0675
317,critical,1,interference,frequency_reallocation + power_control,1.0
317,normal,1,combined/other,multi-action (reroute + prioritize),0.0775
317,normal,1,combined/other,multi-action (reroute + prioritize),0.0176
317,normal,1,combined/other,multi-action (reroute + prioritize),0.0547
318,normal,1,combined/other,multi-action (reroute + prioritize),0.01
318,critical,1,interference,frequency_reallocation + power_control,0.99
318,normal,1,combined/other,multi-action (reroute + prioritize),0.0657
318,normal,1,combined/other,multi-action (reroute + prioritize),0.0272
319,critical,1,interference,frequency_reallocation + power_control,0.895
319,critical,1,interference,frequency_reallocation + power_control,0.97
319,normal,1,combined/other,multi-action (reroute + prioritize),0.0362
319,normal,1,combined/other,multi-action (reroute + prioritize),0.0589
320,degraded,1,combined/other,multi-action (reroute + prioritize),0.815
320,critical,1,interference,frequency_reallocation + power_control,1.0
320,normal,1,combined/other,multi-action (reroute + prioritize),0.015
320,normal,1,combined/other,multi-action (reroute + prioritize),0.0276
321,degraded,1,interference,frequency_reallocation + power_control,0.875
321,critical,1,interference,frequency_reallocation + power_control,1.0
321,normal,1,combined/other,multi-action (reroute + prioritize),0.0049
321,normal,1,combined/other,multi-action (reroute + prioritize),0.0604
322,critical,1,interference,frequency_reallocation + power_control,0.955
322,critical,1,interference,frequency_reallocation + power_control,0.9975
322,normal,1,combined/other,multi-action (reroute + prioritize),0.0774
322,normal,1,combined/other,multi-action (reroute + prioritize),0.0577
323,critical,1,interference,frequency_reallocation + power_control,1.0
323,degraded,1,interference,frequency_reallocation + power_control,0.6675
323,normal,1,combined/other,multi-action (reroute + prioritize),0.029
323,normal,1,combined/other,multi-action (reroute + prioritize),0.0357
324,critical,1,interference,frequency_reallocation + power_control,0.98
324,critical,1,interference,frequency_reallocation + power_control,1.0
324,normal,1,combined/other,multi-action (reroute + prioritize),0.0447
324,normal,1,combined/other,multi-action (reroute + prioritize),0.0025
325,degraded,1,interference,frequency_reallocation + power_control,0.805
325,critical,1,interference,frequency_reallocation + power_control,0.88
325,normal,1,combined/other,multi-action (reroute + prioritize),0.0157
325,normal,1,combined/other,multi-action (reroute + prioritize),0.0228
326,critical,1,interference,frequency_reallocation + power_control,0.965
326,degraded,1,interference,frequency_reallocation + power_control,0.675
326,normal,1,combined/other,multi-action (reroute + prioritize),0.0574
326,normal,1,combined/other,multi-action (reroute + prioritize),0.0604
327,critical,1,interference,frequency_reallocation + power_control,0.845
327,degraded,1,combined/other,multi-action (reroute + prioritize),0.8625
327,normal,1,combined/other,multi-action (reroute + prioritize),0.0695
327,normal,1,combined/other,multi-action (reroute + prioritize),0.0048
328,normal,1,combined/other,multi-action (reroute + prioritize),0.085
328,degraded,1,combined/other,multi-action (reroute + prioritize),0.7175
328,normal,1,combined/other,multi-action (reroute + prioritize),0.0607
328,normal,1,combined/other,multi-action (reroute + prioritize),0.0524
329,degraded,1,combined/other,multi-action (reroute + prioritize),0.635
329,critical,1,interference,frequency_reallocation + power_control,1.0
329,normal,1,combined/other,multi-action (reroute + prioritize),0.0115
329,normal,1,combined/other,multi-action (reroute + prioritize),0.0067
330,critical,1,interference,frequency_reallocation + power_control,1.0
330,critical,1,interference,frequency_reallocation + power_control,0.895
330,normal,1,combined/other,multi-action (reroute + prioritize),0.0017
330,normal,1,combined/other,multi-action (reroute + prioritize),0.0385
331,critical,1,interference,frequency_reallocation + power_control,1.0
331,critical,1,interference,frequency_reallocation + power_control,0.94
331,normal,1,combined/other,multi-action (reroute + prioritize),0.07
331,normal,1,combined/other,multi-action (reroute + prioritize),0.0279
332,critical,1,interference,frequency_reallocation + power_control,0.98
332,critical,1,interference,frequency_reallocation + power_control,0.73
332,normal,1,combined/other,multi-action (reroute + prioritize),0.0553
332,normal,1,combined/other,multi-action (reroute + prioritize),0.0665
333,critical,1,combined/other,multi-action (reroute + prioritize),1.0
333,critical,1,interference,frequency_reallocation + power_control,0.925
333,normal,1,combined/other,multi-action (reroute + prioritize),0.0447
333,normal,1,combined/other,multi-action (reroute + prioritize),0.0595
334,normal,1,combined/other,multi-action (reroute + prioritize),0.065
334,degraded,1,combined/other,multi-action (reroute + prioritize),0.4275
334,normal,1,combined/other,multi-action (reroute + prioritize),0.0743
334,normal,1,combined/other,multi-action (reroute + prioritize),0.0791
335,critical,1,interference,frequency_reallocation + power_control,0.81
335,critical,1,interference,frequency_reallocation + power_control,0.9425
335,normal,1,combined/other,multi-action (reroute + prioritize),0.0098
335,normal,1,combined/other,multi-action (reroute + prioritize),0.0545
336,degraded,1,interference,frequency_reallocation + power_control,0.465
336,critical,1,interference,frequency_reallocation + power_control,0.7175
336,normal,1,combined/other,multi-action (reroute + prioritize),0.0439
336,normal,1,combined/other,multi-action (reroute + prioritize),0.0791
337,degraded,1,interference,frequency_reallocation + power_control,0.765
337,critical,1,interference,frequency_reallocation + power_control,1.0
337,normal,1,combined/other,multi-action (reroute + prioritize),0.0207
337,normal,1,combined/other,multi-action (reroute + prioritize),0.0146
338,critical,1,interference,frequency_reallocation + power_control,0.97
338,critical,1,interference,frequency_reallocation + power_control,1.0
338,normal,1,combined/other,multi-action (reroute + prioritize),0.0179
338,normal,1,combined/other,multi-action (reroute + prioritize),0.0371
339,critical,1,interference,frequency_reallocation + power_control,0.88
339,degraded,1,combined/other,multi-action (reroute + prioritize),0.7525
339,normal,1,combined/other,multi-action (reroute + prioritize),0.0592
339,normal,1,combined/other,multi-action (reroute + prioritize),0.0323
340,critical,1,interference,frequency_reallocation + power_control,0.865
340,critical,1,interference,frequency_reallocation + power_control,1.0
340,normal,1,combined/other,multi-action (reroute + prioritize),0.0649
340,normal,1,combined/other,multi-action (reroute + prioritize),0.0462
341,critical,1,interference,frequency_reallocation + power_control,0.765
341,critical,1,interference,frequency_reallocation + power_control,1.0
341,normal,1,combined/other,multi-action (reroute + prioritize),0.0074
341,normal,1,combined/other,multi-action (reroute + prioritize),0.0242
342,critical,1,interference,frequency_reallocation + power_control,1.0
342,critical,1,interference,frequency_reallocation + power_control,0.9925
342,normal,1,combined/other,multi-action (reroute + prioritize),0.0391
342,normal,1,combined/other,multi-action (reroute + prioritize),0.0242
343,degraded,1,interference,frequency_reallocation + power_control,0.875
343,degraded,1,interference,frequency_reallocation + power_control,0.7075
343,normal,1,combined/other,multi-action (reroute + prioritize),0.0372
343,normal,1,combined/other,multi-action (reroute + prioritize),0.0563
344,degraded,1,combined/other,multi-action (reroute + prioritize),0.43
344,degraded,1,combined/other,multi-action (reroute + prioritize),0.77
344,normal,1,combined/other,multi-action (reroute + prioritize),0.0146
344,normal,1,combined/other,multi-action (reroute + prioritize),0.0168
345,degraded,1,interference,frequency_reallocation + power_control,0.34
345,degraded,1,combined/other,multi-action (reroute + prioritize),0.5425
345,normal,1,combined/other,multi-action (reroute + prioritize),0.0108
345,normal,1,combined/other,multi-action (reroute + prioritize),0.0189
346,critical,1,interference,frequency_reallocation + power_control,0.76
346,critical,1,interference,frequency_reallocation + power_control,1.0
346,normal,1,combined/other,multi-action (reroute + prioritize),0.0582
346,normal,1,combined/other,multi-action (reroute + prioritize),0.062
347,critical,1,interference,frequency_reallocation + power_control,1.0
347,critical,1,interference,frequency_reallocation + power_control,1.0
347,normal,1,combined/other,multi-action (reroute + prioritize),0.0202
347,normal,1,combined/other,multi-action (reroute + prioritize),0.0663
348,critical,1,interference,frequency_reallocation + power_control,0.96
348,critical,1,interference,frequency_reallocation + power_control,0.8925
348,normal,1,combined/other,multi-action (reroute + prioritize),0.0711
348,normal,1,combined/other,multi-action (reroute + prioritize),0.0137
349,critical,1,interference,frequency_reallocation + power_control,0.875
349,critical,1,interference,frequency_reallocation + power_control,0.7725
349,normal,1,combined/other,multi-action (reroute + prioritize),0.0719
349,normal,1,combined/other,multi-action (reroute + prioritize),0.0369
350,normal,1,combined/other,multi-action (reroute + prioritize),0.0
350,degraded,1,combined/other,multi-action (reroute + prioritize),0.54
350,normal,1,combined/other,multi-action (reroute + prioritize),0.0379
350,normal,1,combined/other,multi-action (reroute + prioritize),0.0617
351,critical,1,interference,frequency_reallocation + power_control,0.98
351,critical,1,interference,frequency_reallocation + power_control,1.0
351,normal,1,combined/other,multi-action (reroute + prioritize),0.0554
351,normal,1,combined/other,multi-action (reroute + prioritize),0.0056
352,critical,1,interference,frequency_reallocation + power_control,0.855
352,critical,1,interference,frequency_reallocation + power_control,1.0
352,normal,1,combined/other,multi-action (reroute + prioritize),0.0467
352,normal,1,combined/other,multi-action (reroute + prioritize),0.0714
353,critical,1,interference,frequency_reallocation + power_control,0.92
353,critical,1,interference,frequency_reallocation + power_control,0.905
353,normal,1,combined/other,multi-action (reroute + prioritize),0.0631
353,normal,1,combined/other,multi-action (reroute + prioritize),0.0246
354,critical,1,interference,frequency_reallocation + power_control,0.84
354,critical,1,interference,frequency_reallocation + power_control,1.0
354,normal,1,combined/other,multi-action (reroute + prioritize),0.0725
354,normal,1,combined/other,multi-action (reroute + prioritize),0.0363
355,degraded,1,interference,frequency_reallocation + power_control,0.72
355,degraded,1,interference,frequency_reallocation + power_control,0.53
355,normal,1,combined/other,multi-action (reroute + prioritize),0.0129
355,normal,1,combined/other,multi-action (reroute + prioritize),0.074
356,critical,1,interference,frequency_reallocation + power_control,1.0
356,critical,1,interference,frequency_reallocation + power_control,1.0
356,normal,1,combined/other,multi-action (reroute + prioritize),0.0004
356,normal,1,combined/other,multi-action (reroute + prioritize),0.079
357,critical,1,interference,frequency_reallocation + power_control,0.975
357,critical,1,interference,frequency_reallocation + power_control,1.0
357,normal,1,combined/other,multi-action (reroute + prioritize),0.0796
357,normal,1,combined/other,multi-action (reroute + prioritize),0.0365
358,critical,1,interference,frequency_reallocation + power_control,1.0
358,critical,1,interference,frequency_reallocation + power_control,0.8925
358,normal,1,combined/other,multi-action (reroute + prioritize),0.0188
358,normal,1,combined/other,multi-action (reroute + prioritize),0.0439
359,degraded,1,interference,frequency_reallocation + power_control,0.8
359,degraded,1,combined/other,multi-action (reroute + prioritize),0.6225
359,normal,1,combined/other,multi-action (reroute + prioritize),0.0169
359,normal,1,combined/other,multi-action (reroute + prioritize),0.0217
360,degraded,1,combined/other,multi-action (reroute + prioritize),0.545
360,degraded,1,combined/other,multi-action (reroute + prioritize),0.865
360,normal,1,combined/other,multi-action (reroute + prioritize),0.0158
360,normal,1,combined/other,multi-action (reroute + prioritize),0.021
361,degraded,1,interference,frequency_reallocation + power_control,0.71
361,degraded,1,combined/other,multi-action (reroute + prioritize),0.455
361,normal,1,combined/other,multi-action (reroute + prioritize),0.0604
361,normal,1,combined/other,multi-action (reroute + prioritize),0.0651
362,critical,1,interference,frequency_reallocation + power_control,1.0
362,critical,1,interference,frequency_reallocation + power_control,0.985
362,normal,1,combined/other,multi-action (reroute + prioritize),0.0318
362,normal,1,combined/other,multi-action (reroute + prioritize),0.0114
363,critical,1,interference,frequency_reallocation + power_control,1.0
363,critical,1,interference,frequency_reallocation + power_control,0.9225
363,normal,1,combined/other,multi-action (reroute + prioritize),0.0504
363,normal,1,combined/other,multi-action (reroute + prioritize),0.01
364,degraded,1,interference,frequency_reallocation + power_control,0.635
364,critical,1,interference,frequency_reallocation + power_control,0.895
364,normal,1,combined/other,multi-action (reroute + prioritize),0.0488
364,normal,1,combined/other,multi-action (reroute + prioritize),0.0618
365,critical,1,interference,frequency_reallocation + power_control,1.0
365,critical,1,interference,frequency_reallocation + power_control,1.0
365,normal,1,combined/other,multi-action (reroute + prioritize),0.0782
365,normal,1,combined/other,multi-action (reroute + prioritize),0.0623
366,degraded,1,combined/other,multi-action (reroute + prioritize),0.62
366,normal,1,combined/other,multi-action (reroute + prioritize),0.085
366,normal,1,combined/other,multi-action (reroute + prioritize),0.0683
366,normal,1,combined/other,multi-action (reroute + prioritize),0.0312
367,critical,1,interference,frequency_reallocation + power_control,0.975
367,critical,1,interference,frequency_reallocation + power_control,0.99
367,normal,1,combined/other,multi-action (reroute + prioritize),0.0227
367,normal,1,combined/other,multi-action (reroute + prioritize),0.0585
368,degraded,1,interference,frequency_reallocation + power_control,0.8
368,critical,1,interference,frequency_reallocation + power_control,1.0
368,normal,1,combined/other,multi-action (reroute + prioritize),0.0454
368,normal,1,combined/other,multi-action (reroute + prioritize),0.0685
369,degraded,1,interference,frequency_reallocation + power_control,0.765
369,critical,1,interference,frequency_reallocation + power_control,1.0
369,normal,1,combined/other,multi-action (reroute + prioritize),0.0686
369,normal,1,combined/other,multi-action (reroute + prioritize),0.0027
370,degraded,1,combined/other,multi-action (reroute + prioritize),0.84
370,degraded,1,interference,frequency_reallocation + power_control,0.69
370,normal,1,combined/other,multi-action (reroute + prioritize),0.0029
370,normal,1,combined/other,multi-action (reroute + prioritize),0.0247
371,degraded,1,interference,frequency_reallocation + power_control,0.645
371,critical,1,interference,frequency_reallocation + power_control,0.9875
371,normal,1,combined/other,multi-action (reroute + prioritize),0.0461
371,normal,1,combined/other,multi-action (reroute + prioritize),0.0386
372,critical,1,interference,frequency_reallocation + power_control,1.0
372,critical,1,interference,frequency_reallocation + power_control,0.995
372,normal,1,combined/other,multi-action (reroute + prioritize),0.0349
372,normal,1,combined/other,multi-action (reroute + prioritize),0.0025
373,degraded,1,interference,frequency_reallocation + power_control,0.57
373,critical,1,interference,frequency_reallocation + power_control,0.9775
373,normal,1,combined/other,multi-action (reroute + prioritize),0.0204
373,normal,1,combined/other,multi-action (reroute + prioritize),0.0627
374,critical,1,interference,frequency_reallocation + power_control,1.0
374,critical,1,interference,frequency_reallocation + power_control,1.0
374,normal,1,combined/other,multi-action (reroute + prioritize),0.0783
374,normal,1,combined/other,multi-action (reroute + prioritize),0.001
375,degraded,1,interference,frequency_reallocation + power_control,0.865
375,critical,1,interference,frequency_reallocation + power_control,0.8325
375,normal,1,combined/other,multi-action (reroute + prioritize),0.0566
375,normal,1,combined/other,multi-action (reroute + prioritize),0.0213
376,degraded,1,combined/other,multi-action (reroute + prioritize),0.655
376,degraded,1,combined/other,multi-action (reroute + prioritize),0.8675
376,normal,1,combined/other,multi-action (reroute + prioritize),0.0439
376,normal,1,combined/other,multi-action (reroute + prioritize),0.0625
377,normal,1,combined/other,multi-action (reroute + prioritize),0.07
