timestamp,ue_id,sinr_dl_db,mcs_dl,throughput_mbps,delay_ms,jitter_ms,packet_loss_ratio,prb_utilization,retransmissions,cqi,load_level,mobility_speed,shadowing_enabled,traffic_type,sla_violations,severity,severity_pred,severity_final,sla_viol_delay_ms,sla_viol_jitter_ms,sla_viol_packet_loss_ratio,sla_viol_throughput_mbps
169,3,-27.9203,0,0.058944,548.374,76.2061,0.985,4,293,0,2,0,1,VoIP,4,HIGH,HIGH,HIGH,1,1,1,1
170,3,-26.5843,0,0.0,0.0,34.4499,1.0,8,292,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
171,3,-27.9203,0,0.0,0.0,76.2061,1.0,4,219,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
172,3,-26.5843,0,0.0,0.0,34.4499,1.0,4,279,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
173,3,-27.9203,0,0.0,0.0,76.2061,1.0,4,56,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
174,3,-26.5843,0,0.0,0.0,34.4499,1.0,3,207,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
175,3,-27.9203,0,0.0,0.0,76.2061,1.0,3,342,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
176,3,-26.5843,0,0.0,0.0,34.4499,1.0,3,176,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
1,4,10.0189,16,2.79984,21.6135,2.74461,0.2875,4,74,9,2,0,1,VoIP,1,MEDIUM,MEDIUM,MEDIUM,0,0,1,0
2,4,-4.00148,2,0.992224,78.3574,1.8331,0.7475,3,0,2,2,0,1,VoIP,2,MEDIUM,MEDIUM,MEDIUM,1,0,1,0
3,4,-12.7435,0,0.009824,757.886,0.0,0.9975,3,563,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,0,1,1
4,4,-28.2719,0,0.0,0.0,0.0,1.0,4,337,0,2,0,1,VoIP,2,MEDIUM,MEDIUM,MEDIUM,0,0,1,1
5,4,10.0189,16,3.9296,3.77107,1.51835,0.0,4,0,9,2,0,1,VoIP,0,LOW,MEDIUM,MEDIUM,0,0,0,0
6,4,-17.1903,0,0.34384,173.629,9.74107,0.9125,4,335,0,2,0,1,VoIP,2,MEDIUM,LOW,LOW,1,0,1,0
7,4,-12.7435,0,0.029472,1158.24,104.375,0.9925,3,294,0,2,0,1,VoIP,4,HIGH,HIGH,HIGH,1,1,1,1
8,4,-27.2149,28,0.39296,172.082,26.3125,0.9,2,51,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,1,1,0
9,4,-12.3997,0,0.432256,36.9198,2.38605,0.89,4,503,0,2,0,1,VoIP,1,MEDIUM,HIGH,HIGH,0,0,1,0
10,4,-17.1903,0,0.0,0.0,9.74107,1.0,4,853,0,2,0,1,VoIP,2,MEDIUM,HIGH,HIGH,0,0,1,1
11,4,-12.7435,0,0.039296,1570.9,114.25,0.99,3,251,0,2,0,1,VoIP,4,HIGH,HIGH,HIGH,1,1,1,1
12,4,-30.5964,0,0.009824,1396.39,59.4617,0.9975,3,210,0,2,0,1,VoIP,4,HIGH,LOW,LOW,1,1,1,1
13,4,-12.3997,0,0.029472,873.148,2.76503,0.9925,3,253,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,0,1,1
14,4,-19.0389,0,0.54032,157.69,13.7034,0.8625,4,369,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
15,4,-12.7435,0,0.039296,1786.39,91.8333,0.99,3,329,0,2,0,1,VoIP,4,HIGH,MEDIUM,MEDIUM,1,1,1,1
16,4,-30.5964,0,0.0,0.0,59.4617,1.0,2,479,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
17,4,-13.3234,0,0.412608,257.93,5.89212,0.895,3,178,0,2,0,1,VoIP,2,MEDIUM,MEDIUM,MEDIUM,1,0,1,0
18,4,-4.01274,2,0.88416,119.544,13.9583,0.775,8,524,2,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
19,4,-12.7435,0,0.068768,988.498,117.944,0.9825,4,515,0,2,0,1,VoIP,4,HIGH,MEDIUM,MEDIUM,1,1,1,1
20,4,-30.5964,0,0.0,0.0,59.4617,1.0,4,581,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
21,4,-13.0756,0,0.510848,96.1398,6.96437,0.87,6,374,0,2,0,1,VoIP,2,MEDIUM,MEDIUM,MEDIUM,1,0,1,0
22,4,-24.0366,0,0.825216,94.0116,12.5726,0.79,4,593,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,1,1,0
23,4,-12.7435,0,0.009824,1010.39,126.518,0.9975,4,268,0,2,0,1,VoIP,4,HIGH,HIGH,HIGH,1,1,1,1
24,4,-30.5964,0,0.0,0.0,59.4617,1.0,3,517,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
25,4,-13.0756,0,0.127712,650.66,7.58854,0.9675,6,480,0,2,0,1,VoIP,2,MEDIUM,HIGH,HIGH,1,0,1,0
26,4,-24.0366,0,0.0,0.0,12.5726,1.0,3,807,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
27,4,-12.7435,0,0.039296,1471.42,134.467,0.99,4,275,0,2,0,1,VoIP,4,HIGH,HIGH,HIGH,1,1,1,1
28,4,-30.5964,0,0.0,0.0,59.4617,1.0,4,723,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
29,4,-10.328,0,0.471552,134.697,8.20213,0.88,3,170,0,2,0,1,VoIP,2,MEDIUM,HIGH,HIGH,1,0,1,0
30,4,-24.0366,0,0.0,0.0,12.5726,1.0,4,899,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
31,4,-5.79202,0,0.559968,157.618,58.4339,0.8575,2,74,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
32,4,6.44444,12,0.0,0.0,59.4617,1.0,3,436,7,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
33,4,-10.328,0,0.019648,1020.78,9.4632,0.995,2,51,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,0,1,1
34,4,-19.0182,0,0.0,0.0,12.5726,1.0,4,675,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
35,4,-5.79202,0,0.4912,115.477,38.639,0.875,4,1,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
36,4,18.9567,26,0.0,0.0,59.4617,1.0,4,162,14,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
37,4,-10.328,0,0.0,0.0,9.4632,1.0,2,60,0,2,0,1,VoIP,2,MEDIUM,MEDIUM,MEDIUM,0,0,1,1
38,4,-19.0182,0,0.0,0.0,12.5726,1.0,8,682,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
39,4,-5.79202,0,0.893984,86.8786,23.7313,0.7725,3,0,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,1,1,0
40,4,-25.0379,0,0.0,0.0,59.4617,1.0,8,159,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
41,4,-10.328,0,0.0,0.0,9.4632,1.0,1,109,0,2,0,1,VoIP,2,MEDIUM,HIGH,HIGH,0,0,1,1
42,4,3.08956,8,1.7165,45.5008,10.5988,0.5625,4,353,5,2,0,1,VoIP,2,MEDIUM,HIGH,HIGH,0,1,1,0
43,4,-5.79202,0,0.569792,146.029,19.8638,0.855,3,1,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
44,4,-25.0379,0,0.0,0.0,59.4617,1.0,6,232,0,2,0,1,VoIP,3,HIGH,LOW,LOW,0,1,1,1
45,4,-1.05853,4,2.36758,115.537,13.1371,0.3975,7,15,3,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,1,1,0
46,4,-10.6191,0,1.27712,34.2467,9.60832,0.675,4,393,0,2,0,1,VoIP,1,MEDIUM,HIGH,HIGH,0,0,1,0
47,4,-5.79202,0,0.44208,172.354,18.0259,0.8875,3,3,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
48,4,-21.7055,0,0.0,0.0,59.4617,1.0,7,208,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
49,4,-1.05853,4,2.51494,34.5233,10.9488,0.36,4,0,3,2,0,1,VoIP,2,MEDIUM,MEDIUM,MEDIUM,0,1,1,0
50,4,-7.07191,0,0.7368,146.97,10.2084,0.8125,4,311,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
51,4,-13.6636,0,0.746624,125.64,16.5087,0.81,4,172,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
52,4,7.6425,14,0.0,0.0,59.4617,1.0,3,177,8,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
53,4,-1.05853,4,2.79984,31.1421,9.29093,0.2875,4,0,3,2,0,1,VoIP,1,MEDIUM,MEDIUM,MEDIUM,0,0,1,0
54,4,-7.07191,0,0.225952,274.004,11.5686,0.9425,4,188,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
55,4,-13.6636,0,0.058944,524.112,17.8884,0.985,4,308,0,2,0,1,VoIP,4,HIGH,MEDIUM,MEDIUM,1,1,1,1
56,4,-10.8238,0,0.0,0.0,59.4617,1.0,3,214,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
57,4,-9.19773,0,1.29677,42.6281,8.90785,0.67,3,287,0,2,0,1,VoIP,1,MEDIUM,HIGH,HIGH,0,0,1,0
58,4,-1.66386,4,0.0,0.0,11.5686,1.0,3,65,3,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
59,4,-13.6636,0,0.0,0.0,17.8884,1.0,4,104,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
60,4,-10.8238,0,0.019648,1041.89,68.4751,0.995,3,399,0,2,0,1,VoIP,4,HIGH,HIGH,HIGH,1,1,1,1
61,4,-14.4525,22,0.530496,135.734,9.42761,0.865,3,139,0,2,0,1,VoIP,2,MEDIUM,HIGH,HIGH,1,0,1,0
62,4,-31.397,0,0.033704,1707.96,23.9621,0.99,4,63,0,2,0,1,VoIP,4,HIGH,HIGH,HIGH,1,1,1,1
63,4,-13.6636,0,0.009824,2304.74,21.4996,0.9975,3,111,0,2,0,1,VoIP,4,HIGH,HIGH,HIGH,1,1,1,1
64,4,-18.0683,0,0.618912,138.535,48.1584,0.8425,4,249,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,1,1,0
65,4,-5.09644,28,0.373312,102.692,9.60897,0.905,2,3,1,2,0,1,VoIP,2,MEDIUM,LOW,LOW,1,0,1,0
66,4,-19.1181,0,0.284896,275.004,25.7925,0.9275,4,301,0,2,0,1,VoIP,3,HIGH,LOW,LOW,1,1,1,0
67,4,-13.6636,0,0.009824,2927.31,22.9693,0.9975,4,241,0,2,0,1,VoIP,4,HIGH,MEDIUM,MEDIUM,1,1,1,1
68,4,-4.5942,0,0.176832,389.779,48.7247,0.955,5,9,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
69,4,-5.09644,0,0.284896,476.085,10.8941,0.9275,5,18,1,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
70,4,-21.8891,0,0.137536,312.421,27.4832,0.965,8,323,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
71,4,-13.6636,0,0.019648,1476.21,26.9446,0.995,4,301,0,2,0,1,VoIP,4,HIGH,MEDIUM,MEDIUM,1,1,1,1
72,4,-4.5942,0,0.127712,627.331,44.5438,0.9675,4,0,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
73,4,-5.09644,0,0.658208,124.854,10.5525,0.8325,3,3,1,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,1,1,0
74,4,-21.1295,0,0.353664,152.693,28.3624,0.91,6,390,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,1,1,0
75,4,-13.6636,0,0.039296,946.832,27.6886,0.99,4,568,0,2,0,1,VoIP,4,HIGH,HIGH,HIGH,1,1,1,1
76,4,16.6991,24,0.235776,416.177,42.1162,0.94,2,0,13,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,1,1,0
77,4,-17.4497,0,1.24765,76.9684,10.1869,0.6825,8,88,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,1,1,0
78,4,-21.1295,0,0.0,0.0,28.3624,1.0,8,404,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
79,4,-13.6636,0,0.009824,803.386,27.6884,0.9975,3,308,0,2,0,1,VoIP,4,HIGH,HIGH,HIGH,1,1,1,1
80,4,-14.5347,0,0.0,0.0,42.1162,1.0,4,482,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
81,4,-21.6561,0,0.383136,119.906,10.2665,0.9025,2,88,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,1,1,0
82,4,-21.1295,0,0.0,0.0,28.3624,1.0,5,450,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
83,4,-9.00684,0,0.04912,1706.93,29.748,0.9875,4,78,0,2,0,1,VoIP,4,HIGH,MEDIUM,MEDIUM,1,1,1,1
84,4,-14.5347,0,0.009824,861.386,47.1539,0.9975,3,525,0,2,0,1,VoIP,4,HIGH,MEDIUM,MEDIUM,1,1,1,1
85,4,-10.7536,0,0.0,0.0,10.2665,1.0,4,21,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
86,4,-4.15909,2,0.167008,328.23,29.8907,0.9575,5,95,2,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
87,4,-16.8125,0,0.481376,172.453,30.5874,0.8775,4,430,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
88,4,-30.3838,0,0.451904,109.328,41.534,0.885,3,593,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
89,4,8.72343,16,1.19853,181.05,11.749,0.695,4,183,9,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
90,4,-4.15909,2,1.57184,55.217,25.4384,0.6,8,0,2,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,1,1,0
91,4,-16.8125,0,0.0,0.0,30.5874,1.0,4,322,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
92,4,-30.3838,0,0.0,0.0,41.534,1.0,3,731,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
93,4,5.77923,12,3.90995,8.87566,10.1777,0.005,2,9,7,2,0,1,VoIP,1,MEDIUM,HIGH,HIGH,0,1,0,0
94,4,-14.3867,0,1.32624,68.7428,23.0151,0.6625,8,135,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
95,4,16.0986,24,0.0,0.0,30.5874,1.0,8,144,13,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
96,4,-30.3838,0,0.0,0.0,41.534,1.0,3,669,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
97,4,-9.69773,0,1.31642,53.5307,9.99898,0.665,8,230,0,2,0,1,VoIP,2,MEDIUM,HIGH,HIGH,1,0,1,0
98,4,-14.3867,0,0.255424,263.564,22.8698,0.935,6,751,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,1,1,0
99,4,-16.2422,0,0.34384,269.371,35.7157,0.9125,4,196,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
100,4,-30.3838,0,0.0,0.0,41.534,1.0,3,535,0,2,0,1,VoIP,3,HIGH,LOW,LOW,0,1,1,1
101,4,0.812323,6,2.65248,32.2569,9.32292,0.325,2,28,4,2,0,1,VoIP,1,MEDIUM,MEDIUM,MEDIUM,0,0,1,0
102,4,-14.3867,0,0.167008,362.403,22.9146,0.9575,4,600,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
103,4,-6.70355,0,0.4912,183.224,38.3731,0.875,3,282,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
104,4,-30.3838,0,0.0,0.0,41.534,1.0,3,10,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
105,4,-6.40759,0,1.79206,48.1386,9.17544,0.5425,5,207,0,2,0,1,VoIP,1,MEDIUM,MEDIUM,MEDIUM,0,0,1,0
106,4,-26.8262,0,0.009824,828.386,23.2379,0.9975,4,537,0,2,0,1,VoIP,4,HIGH,MEDIUM,MEDIUM,1,1,1,1
107,4,-6.70355,0,0.324192,249.923,37.9385,0.9175,5,114,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,1,1,0
108,4,-30.3838,0,0.0,0.0,41.534,1.0,3,3,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
109,4,-18.9366,0,0.805568,93.9693,9.14832,0.795,5,107,0,2,0,1,VoIP,2,MEDIUM,HIGH,HIGH,1,0,1,0
110,4,-27.1932,0,0.0,0.0,23.2379,1.0,4,655,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
111,4,-6.70355,0,0.225952,298.761,37.9966,0.9425,3,63,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,1,1,0
112,4,-30.3838,0,0.0,0.0,41.534,1.0,2,150,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
113,4,-13.7869,0,0.451904,111.386,9.43563,0.885,3,119,0,2,0,1,VoIP,2,MEDIUM,HIGH,HIGH,1,0,1,0
114,4,-27.1932,0,0.0,0.0,23.2379,1.0,3,746,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
115,4,-0.454803,4,0.658208,154.413,35.8154,0.8325,4,84,3,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,1,1,0
116,4,-30.3838,0,0.0,0.0,41.534,1.0,4,281,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
117,4,-27.1932,0,0.0,0.0,23.2379,1.0,4,379,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
118,4,-0.454803,4,0.923456,91.8956,31.8584,0.765,3,1,3,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
119,4,-27.1932,0,0.0,0.0,23.2379,1.0,2,212,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
120,4,-0.454803,4,0.923456,85.2155,28.5927,0.765,2,0,3,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
121,4,-18.4275,0,0.0,0.0,23.2379,1.0,2,8,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
122,4,-24.8867,0,1.28694,46.841,25.0383,0.6725,7,125,0,2,0,1,VoIP,2,MEDIUM,MEDIUM,MEDIUM,0,1,1,0
123,4,-18.4275,0,0.0,0.0,23.2379,1.0,3,161,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
124,4,-24.8867,0,0.0,0.0,25.0383,1.0,10,398,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
125,4,-18.4275,0,0.0,0.0,23.2379,1.0,3,627,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
126,4,-24.8867,0,0.0,0.0,25.0383,1.0,5,198,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
127,4,-23.4898,0,0.206304,301.814,23.4764,0.9475,3,415,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,1,1,0
128,4,14.1876,22,0.0,0.0,25.0383,1.0,1,277,12,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
129,4,-23.4898,0,0.0,0.0,23.4764,1.0,3,564,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
130,4,-29.086,0,0.83504,207.65,27.2678,0.7875,5,207,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
131,4,-23.4898,0,0.0,0.0,23.4764,1.0,4,964,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
132,4,-29.086,0,0.0,0.0,27.2678,1.0,3,261,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
133,4,-6.05731,0,0.481376,101.488,23.6462,0.8775,3,195,0,2,0,1,VoIP,3,HIGH,LOW,LOW,1,1,1,0
134,4,-28.9122,0,0.402784,394.828,29.288,0.8975,3,201,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
135,4,-25.703,0,0.176832,74.9016,23.413,0.955,5,470,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
136,4,-6.05715,0,0.422432,260.098,31.0346,0.8925,2,227,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
137,4,-25.703,0,0.0,0.0,23.413,1.0,5,662,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
138,4,-6.05715,0,0.334016,200.537,30.6721,0.915,4,25,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
139,4,-25.703,0,0.0,0.0,23.413,1.0,8,227,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
140,4,-20.0224,0,0.874336,75.6907,28.9449,0.7775,5,151,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
141,4,-25.703,0,0.0,0.0,23.413,1.0,2,212,0,2,0,1,VoIP,3,HIGH,LOW,LOW,0,1,1,1
142,4,-20.0224,0,0.0,0.0,28.9449,1.0,4,581,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
143,4,-10.385,0,0.726976,172.057,24.6987,0.815,7,477,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,1,1,0
144,4,-16.5088,22,0.795744,105.017,28.7565,0.7975,4,306,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,1,1,0
145,4,-10.385,0,0.373312,218.316,24.5205,0.905,9,523,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,1,1,0
146,4,-16.5088,0,0.019648,303.064,28.9788,0.995,4,160,0,2,0,1,VoIP,4,HIGH,MEDIUM,MEDIUM,1,1,1,1
147,4,-10.385,0,0.2456,252.289,24.5508,0.9375,4,457,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
148,4,-20.1982,0,0.0,0.0,28.9788,1.0,5,202,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
149,4,0.693236,6,1.12976,96.672,23.547,0.7125,4,102,4,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
150,4,-20.1982,0,0.0,0.0,28.9788,1.0,3,401,0,2,0,1,VoIP,3,HIGH,LOW,LOW,0,1,1,1
151,4,-7.0799,0,0.815392,92.631,22.8147,0.7925,3,297,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
152,4,13.794,0,0.0,0.0,28.9788,1.0,9,342,11,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
153,4,-7.0799,0,0.255424,315.812,22.8471,0.935,5,236,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
154,4,-7.28603,0,0.206304,239.297,28.9654,0.9475,4,313,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
155,4,-23.4382,0,0.559968,190.587,22.7694,0.8575,8,209,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
156,4,-7.28603,0,0.039296,254.261,28.9834,0.99,2,49,0,2,0,1,VoIP,4,HIGH,MEDIUM,MEDIUM,1,1,1,1
157,4,-23.4382,0,0.0,0.0,22.7694,1.0,8,317,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
158,4,-7.28603,0,0.0,0.0,28.9834,1.0,2,0,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
159,4,-23.4382,0,0.0,0.0,22.7694,1.0,4,604,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
160,4,-7.28603,0,0.088416,1652.66,32.5315,0.9775,4,110,0,2,0,1,VoIP,4,HIGH,HIGH,HIGH,1,1,1,1
161,4,-17.2761,0,0.078592,357.573,23.2846,0.98,4,608,0,2,0,1,VoIP,4,HIGH,HIGH,HIGH,1,1,1,1
162,4,-7.28603,0,0.14736,413.648,32.6463,0.9625,3,205,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,1,1,0
163,4,-19.0512,0,0.0,0.0,23.2846,1.0,3,357,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,0,1,1,1
164,4,-14.9368,0,0.78592,117.83,31.7493,0.8,3,162,0,2,0,1,VoIP,3,HIGH,HIGH,HIGH,1,1,1,0
165,4,-27.2823,0,0.039296,582.207,23.6817,0.99,4,363,0,2,0,1,VoIP,4,HIGH,HIGH,HIGH,1,1,1,1
166,4,-14.9368,0,0.009824,483.957,32.0378,0.9975,4,69,0,2,0,1,VoIP,4,HIGH,HIGH,HIGH,1,1,1,1
167,4,-27.2823,0,0.0,0.0,23.6817,1.0,2,464,0,2,0,1,VoIP,3,HIGH,LOW,LOW,0,1,1,1
168,4,-14.9368,0,0.019648,1639.71,33.0019,0.995,4,64,0,2,0,1,VoIP,4,HIGH,MEDIUM,MEDIUM,1,1,1,1
169,4,-9.69866,0,0.078592,376.43,23.8801,0.98,7,403,0,2,0,1,VoIP,4,HIGH,MEDIUM,MEDIUM,1,1,1,1
170,4,-4.05045,2,0.559968,395.085,34.26,0.8575,8,31,2,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
171,4,-28.9887,0,0.805568,135.269,23.1536,0.795,5,381,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
172,4,-13.8004,0,0.058944,291.529,34.4316,0.985,2,65,0,2,0,1,VoIP,4,HIGH,MEDIUM,MEDIUM,1,1,1,1
173,4,-28.9887,0,0.0,0.0,23.1536,1.0,4,275,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
174,4,-13.8004,0,0.0,0.0,34.4316,1.0,2,0,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,0,1,1,1
175,4,-15.6151,0,0.697504,150.396,23.9026,0.8225,4,246,0,2,0,1,VoIP,3,HIGH,MEDIUM,MEDIUM,1,1,1,0
176,4,-13.8004,0,0.0,0.0,34.4316,1.0,2,0,0,2,0,1,VoIP,3,HIGH,LOW,LOW,0,1,1,1
1,5,-22.7878,0,0.0,0.0,0.0,1.0,4,295,0,2,0,1,VoIP,2,MEDIUM,HIGH,HIGH,0,0,1,1
2,5,-14.5299,0,0.029472,676.719,127.667,0.9925,4,330,0,2,0,1,VoIP,4,HIGH,HIGH,HIGH,1,1,1,1
