window_idx,true_label,root_cause,recommended_action,score_isolation_forest,score_copod,score_xgboost_supervised
1556,0,subtle_anomaly,monitor closely + collect more contextual data,0.3803846644362085,41.49628772706103,0.0036337092
1557,0,subtle_anomaly,monitor closely + collect more contextual data,0.43037112237884,53.21342960884543,0.0005328153
1558,0,subtle_anomaly,monitor closely + collect more contextual data,0.4385773850837176,65.18105674039695,0.0014867957
1559,0,subtle_anomaly,monitor closely + collect more contextual data,0.418996806494922,52.17485686657284,0.0003158856
1560,0,subtle_anomaly,monitor closely + collect more contextual data,0.421004498486408,56.33655812055688,0.000308461
1561,0,subtle_anomaly,monitor closely + collect more contextual data,0.4339862377761274,54.0711557052237,6.440873e-05
1562,0,subtle_anomaly,monitor closely + collect more contextual data,0.3982001253333823,48.447115294076056,0.00019437303
1563,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4227593220766786,51.45923519093582,0.99988055
1564,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4235263848252634,53.37906648177665,0.99992275
1565,0,subtle_anomaly,monitor closely + collect more contextual data,0.4202155504540276,51.40349054973248,0.0021966468
1566,1,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.532405385263953,95.25855773669193,0.99992096
1567,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4074021586174918,47.26040280813935,0.998906
1568,1,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.5268144618253024,95.08459209577752,0.9893885
1569,0,subtle_anomaly,monitor closely + collect more contextual data,0.4255338426450942,58.04465540674918,0.00018053423
1570,1,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.4929692867231671,86.66100577239258,0.99992776
1571,0,subtle_anomaly,monitor closely + collect more contextual data,0.4124840254540278,56.13818728988589,7.4263604e-05
1572,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4342192951284261,53.790630142568176,0.99981016
1573,0,subtle_anomaly,monitor closely + collect more contextual data,0.4197888261699636,52.79461030380688,0.00040103693
1574,0,subtle_anomaly,monitor closely + collect more contextual data,0.4278048458946445,59.10071648940412,6.9564616e-05
1575,0,subtle_anomaly,monitor closely + collect more contextual data,0.4436883663299728,62.496168124618826,0.0007160825
1576,0,subtle_anomaly,monitor closely + collect more contextual data,0.4226703048139165,52.86670446134613,0.00021045681
1577,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4457202796282908,62.67122169254741,0.99998283
1578,0,subtle_anomaly,monitor closely + collect more contextual data,0.4453078495719798,60.464754267613,0.00028386145
1579,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4010712841671902,55.074866824810655,0.99994445
1580,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4381173753643524,59.61998894765667,0.9998716
1581,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4042061352478984,52.86576050730429,0.9999229
1582,0,isolation_outlier,inspect individual extreme values + check for sensor drift,0.5151889623544945,75.23308408500237,0.00012148859
1583,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4290575266539587,56.28212130173133,0.9999318
1584,0,subtle_anomaly,monitor closely + collect more contextual data,0.4171612971776627,49.09667927788475,0.00055170956
1585,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.3747563921288361,44.95381555312493,0.99978274
1586,0,subtle_anomaly,monitor closely + collect more contextual data,0.4398091480310232,57.4866653844292,4.7834357e-05
1587,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4110054114953493,54.081117261135866,0.99869734
1588,0,subtle_anomaly,monitor closely + collect more contextual data,0.4221473623120144,55.07347749463864,0.008759777
1589,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4235156604352597,58.23538027685588,0.99931335
1590,0,subtle_anomaly,monitor closely + collect more contextual data,0.4229972803164905,57.75754138205531,0.00018285187
1591,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4220314324222735,58.53060803747845,0.999877
1592,1,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.5268442726587903,102.3815133974417,0.99978334
1593,1,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.5131990961272486,94.51860956863038,0.9973219
1594,0,subtle_anomaly,monitor closely + collect more contextual data,0.4210024538559249,63.07216437315665,6.1251005e-05
1595,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4339881486942847,67.8203430266771,0.9997255
1596,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4425536206409344,61.161634054768,0.99990857
1597,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.5096191260908042,76.40904175029996,0.99993134
1598,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4168468887592789,54.26358020515495,0.99983454
1599,0,subtle_anomaly,monitor closely + collect more contextual data,0.4565287154026707,61.06613945255014,0.0001990766
1600,1,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.4849788628344285,85.87724231607844,0.99979204
1601,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4527197614814423,56.81957361636763,0.9997948
1602,0,subtle_anomaly,monitor closely + collect more contextual data,0.4041690303746938,49.789695764441234,0.0001043836
1603,1,subtle_anomaly,monitor closely + collect more contextual data,0.4390858324602441,57.41715652662977,0.81043714
1604,0,subtle_anomaly,monitor closely + collect more contextual data,0.4122179094037307,52.21571685033739,0.00010396687
1605,0,subtle_anomaly,monitor closely + collect more contextual data,0.444888574865793,58.2579201200695,0.0005665678
1606,0,subtle_anomaly,monitor closely + collect more contextual data,0.3785618581224629,43.771227323643785,4.9605238e-05
1607,0,subtle_anomaly,monitor closely + collect more contextual data,0.4533402110297607,63.58627710299885,0.0001552905
1608,0,subtle_anomaly,monitor closely + collect more contextual data,0.418183184389099,49.86438063514398,0.0001312922
1609,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4295060111930551,61.52951815612846,0.9998776
1610,1,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.5413079414400791,94.8929947337042,0.9922897
1611,0,subtle_anomaly,monitor closely + collect more contextual data,0.411139316111379,52.95047188552648,0.00020755471
1612,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4760155475665267,77.01853498365293,0.9998031
1613,0,subtle_anomaly,monitor closely + collect more contextual data,0.4281249177835975,61.32136428759671,0.00012337798
1614,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.3981943458881983,50.94614974965739,0.9999424
1615,0,subtle_anomaly,monitor closely + collect more contextual data,0.4102437912914201,52.77855601357968,0.0011550589
1616,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4306302719675769,52.50226807518195,0.9999535
1617,0,subtle_anomaly,monitor closely + collect more contextual data,0.4180639926968165,57.20073006081376,9.934865e-05
1618,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4143820326953643,53.835091238207056,0.99994695
1619,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4129155722487525,46.54606537209867,0.9996706
1620,0,subtle_anomaly,monitor closely + collect more contextual data,0.4707129032877825,68.8125800735715,7.7364246e-05
1621,1,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.5054022032450833,81.86598666634615,0.9999548
1622,0,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.5640514067968107,125.05158689493116,0.00016772789
1623,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4311192105730586,56.15324346735626,0.99957865
1624,0,subtle_anomaly,monitor closely + collect more contextual data,0.3841331751104911,44.622379772385024,0.0005738791
1625,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4210454019105863,58.66473766742823,0.9999434
1626,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4098885633133627,56.1628298763633,0.99827075
1627,0,subtle_anomaly,monitor closely + collect more contextual data,0.4259799868458487,58.429034168471794,0.00021583107
1628,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4003602871271552,48.08294712250586,0.99988425
1629,0,subtle_anomaly,monitor closely + collect more contextual data,0.4376964098943345,58.423078734831584,9.228595e-05
1630,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4969817196320689,72.23532877639097,0.9999436
1631,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.3993910772819968,49.61235796177928,0.9999715
1632,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4375929420175163,59.49458169792013,0.99995553
1633,0,subtle_anomaly,monitor closely + collect more contextual data,0.3887698078372403,47.19220818686983,0.00031690698
1634,0,subtle_anomaly,monitor closely + collect more contextual data,0.3938520521742671,43.54694774203317,0.0002688435
1635,0,subtle_anomaly,monitor closely + collect more contextual data,0.4378736362365222,55.75625370608629,7.528718e-05
1636,0,subtle_anomaly,monitor closely + collect more contextual data,0.4104321086385842,50.44164043989132,8.5571344e-05
1637,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4135855073281214,56.15097175794728,0.9999689
1638,0,subtle_anomaly,monitor closely + collect more contextual data,0.3991062430849399,48.254266165445614,3.199633e-05
1639,0,subtle_anomaly,monitor closely + collect more contextual data,0.4254086124801808,54.63894747252592,0.00027354088
1640,0,subtle_anomaly,monitor closely + collect more contextual data,0.4500930541219318,61.41423229976987,0.0004857537
1641,0,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.5091908311017228,94.888333777358,0.009812814
1642,1,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.5108335523548487,81.52114576789944,0.9998871
1643,1,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.5526000549351009,116.8246232439904,0.9999267
1644,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.3919428021244732,52.92491140819238,0.99995756
1645,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.42394346908253,59.005463883942106,0.9999354
1646,0,isolation_outlier,inspect individual extreme values + check for sensor drift,0.4876018668251579,71.43102362474865,6.6142726e-05
1647,0,subtle_anomaly,monitor closely + collect more contextual data,0.4059921619964355,47.07241872443253,0.00048153196
1648,0,subtle_anomaly,monitor closely + collect more contextual data,0.4578059001151606,58.82048499558275,0.0020670127
1649,0,subtle_anomaly,monitor closely + collect more contextual data,0.4202028843908329,50.5196582972533,0.0009791767
1650,0,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.5342108536835681,106.2310445235128,0.0051028724
1651,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4504290745106417,65.2101621402408,0.9998846
1652,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4292364627102122,60.56572910623869,0.99996483
1653,0,subtle_anomaly,monitor closely + collect more contextual data,0.3814851491732135,44.42135201904168,7.909338e-05
1654,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.438323664866739,65.32575608744598,0.9995852
1655,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4365548994662164,57.271360582116976,0.9754244
1656,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4511893526497018,68.36852626464174,0.9996426
1657,0,subtle_anomaly,monitor closely + collect more contextual data,0.4026920486536217,49.59329355034272,0.00028567231
1658,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4755754408942387,63.85617634380488,0.9999505
1659,0,subtle_anomaly,monitor closely + collect more contextual data,0.4111925415280238,49.90743966881537,0.00060256344
1660,0,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.3998067718049251,45.78364660198834,0.19575006
1661,0,isolation_outlier,inspect individual extreme values + check for sensor drift,0.4874294958349148,73.29262600558663,5.755245e-05
1662,0,isolation_outlier,inspect individual extreme values + check for sensor drift,0.4810444347212974,74.88330000142194,0.003267325
1663,0,subtle_anomaly,monitor closely + collect more contextual data,0.4245961740580121,55.77876171765239,4.988255e-05
1664,0,subtle_anomaly,monitor closely + collect more contextual data,0.4030691233412375,42.89765253018859,0.00014707386
1665,1,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.5154354163256133,88.72426570737353,0.9998964
1666,1,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.5393458267590924,101.3407398045568,0.99963987
1667,0,subtle_anomaly,monitor closely + collect more contextual data,0.4705542996967797,63.48967614303839,6.756679e-05
1668,0,subtle_anomaly,monitor closely + collect more contextual data,0.4702694519264822,63.07510958857194,7.246128e-05
1669,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4059249485740825,53.467757910814505,0.99888045
1670,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4308686534462171,61.92742869332093,0.99980825
1671,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4259609838484068,61.8302640073934,0.9998099
1672,1,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.544205101396522,103.93486617893286,0.9992655
1673,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4295238452949204,59.20997430394845,0.9997521
1674,1,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.482150349290305,86.2634078983226,0.9995497
1675,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4300498755018674,65.14461450635547,0.999863
1676,0,subtle_anomaly,monitor closely + collect more contextual data,0.4415474881484422,60.55371989958039,0.0013183226
1677,0,subtle_anomaly,monitor closely + collect more contextual data,0.433685056626067,46.408607907661406,0.00040008003
1678,0,subtle_anomaly,monitor closely + collect more contextual data,0.4164477098949092,52.15367149919767,5.0932264e-05
1679,0,subtle_anomaly,monitor closely + collect more contextual data,0.4432427448554539,58.64843454161074,0.00044117827
1680,0,subtle_anomaly,monitor closely + collect more contextual data,0.4159310960296102,56.65230042380657,4.275811e-05
1681,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4665851215666997,62.16163224542507,0.99989617
1682,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4263661920550707,60.99718246943804,0.9999409
1683,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4330029167673819,56.7629434326185,0.9998882
1684,0,subtle_anomaly,monitor closely + collect more contextual data,0.4143396282884263,49.96802507146968,0.023128796
1685,0,subtle_anomaly,monitor closely + collect more contextual data,0.4220402864500225,59.09438106736019,0.0066940743
1686,0,subtle_anomaly,monitor closely + collect more contextual data,0.4303862161994898,54.54769559477095,0.00021051099
1687,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.416944495124557,54.09013447588408,0.9999138
1688,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4218036512428273,55.43673523999068,0.99991703
1689,0,subtle_anomaly,monitor closely + collect more contextual data,0.4264346668185084,53.48176892683247,0.002520616
1690,0,subtle_anomaly,monitor closely + collect more contextual data,0.4077462544426641,50.46942962207444,0.0001973259
1691,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.46123127202023,66.7326114792697,0.9998828
1692,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4132813633385985,55.66125202990293,0.99993455
1693,0,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.5283331990283852,91.27755925000724,0.0008534839
1694,0,subtle_anomaly,monitor closely + collect more contextual data,0.419884937236773,55.77966701235134,0.0005992982
1695,0,subtle_anomaly,monitor closely + collect more contextual data,0.4238073400403434,49.7536706895528,0.00020404607
1696,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4484394273867563,61.827090758157325,0.99993527
1697,0,isolation_outlier,inspect individual extreme values + check for sensor drift,0.4844238514990897,70.0174925365236,0.0001537042
1698,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4561924021155097,59.377229463633,0.9995307
1699,0,subtle_anomaly,monitor closely + collect more contextual data,0.463648694267133,65.05489791524708,0.0025373152
1700,0,subtle_anomaly,monitor closely + collect more contextual data,0.4091785163558066,53.39562657269464,1.760192e-05
1701,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.477142109102773,72.77444921891706,0.99997056
1702,0,subtle_anomaly,monitor closely + collect more contextual data,0.4382111698094793,63.585303222479325,0.0003214957
1703,0,subtle_anomaly,monitor closely + collect more contextual data,0.3960949201526949,47.60416522342134,7.252474e-05
1704,0,subtle_anomaly,monitor closely + collect more contextual data,0.393201412152644,48.82231173398134,0.060194463
1705,0,subtle_anomaly,monitor closely + collect more contextual data,0.4717035822033804,67.11808323799562,0.0005730972
1706,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4051155462622751,54.002167696745815,0.999954
1707,0,subtle_anomaly,monitor closely + collect more contextual data,0.4113889446268451,50.14213220619445,0.00014874499
1708,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4385717010373244,54.2249811190093,0.99583554
1709,0,subtle_anomaly,monitor closely + collect more contextual data,0.4150603305492938,49.910475502106365,0.06873106
1710,0,isolation_outlier,inspect individual extreme values + check for sensor drift,0.4916113061326998,66.59491138756044,0.00035428282
1711,0,subtle_anomaly,monitor closely + collect more contextual data,0.4604477323926753,61.987935811764295,6.82781e-05
1712,1,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.5849200926382598,149.5054830650739,0.99989533
1713,0,subtle_anomaly,monitor closely + collect more contextual data,0.4173762014475746,56.49372179038622,5.5881672e-05
1714,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.400049703348998,50.32725094486021,0.9999567
1715,0,subtle_anomaly,monitor closely + collect more contextual data,0.4419688515927641,51.1564423863141,0.0018050969
1716,0,subtle_anomaly,monitor closely + collect more contextual data,0.4513455764299149,58.32805789193791,0.00044716342
1717,0,subtle_anomaly,monitor closely + collect more contextual data,0.4021122606289725,48.10202837792904,2.4239254e-05
1718,0,subtle_anomaly,monitor closely + collect more contextual data,0.3837327013511226,42.58600410910029,0.0002077424
1719,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4569233836837119,62.50971894566172,0.99996805
1720,0,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.4908424457506376,89.39365409769161,0.0075601744
1721,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4676868931557864,62.7704225913346,0.99992085
1722,0,subtle_anomaly,monitor closely + collect more contextual data,0.4445830531054058,55.48556628044328,0.00016252705
1723,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4609275839187879,72.8725575603974,0.999946
1724,0,subtle_anomaly,monitor closely + collect more contextual data,0.3908730128509946,44.22036658579714,0.0009936421
1725,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.3982797683334489,54.73181791816871,0.9999546
1726,1,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.5328779850126409,105.21449920553152,0.999723
1727,0,subtle_anomaly,monitor closely + collect more contextual data,0.4047709234984329,50.46716603599163,5.9958275e-05
1728,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4622791052608366,64.07258347768,0.9997799
1729,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.441111029925732,58.081840784209525,0.9996588
1730,0,subtle_anomaly,monitor closely + collect more contextual data,0.4028334343345191,48.837328395145285,0.0005967837
1731,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4143794673742312,57.88014156889837,0.9996544
1732,1,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.5812752652284332,124.55379383108142,0.99962056
1733,0,subtle_anomaly,monitor closely + collect more contextual data,0.4516403718969818,63.54311855911182,0.0011082977
1734,1,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.5273281756602027,94.2828548719083,0.9330597
1735,0,subtle_anomaly,monitor closely + collect more contextual data,0.4269566001929512,58.453013405296055,0.00026403085
1736,0,subtle_anomaly,monitor closely + collect more contextual data,0.4177186205250433,53.2347602998234,0.00020609875
1737,0,subtle_anomaly,monitor closely + collect more contextual data,0.4032127487141529,49.67261100768714,0.0001492771
1738,0,subtle_anomaly,monitor closely + collect more contextual data,0.3899204314935085,46.52021491987878,0.0001125067
1739,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.5017841320757098,79.93088095405997,0.9998932
1740,0,subtle_anomaly,monitor closely + collect more contextual data,0.4037928298714012,47.86058099336179,0.0056626783
1741,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4502518043554368,66.56578491835796,0.9997851
1742,0,subtle_anomaly,monitor closely + collect more contextual data,0.4071116627804279,44.98930619167313,0.0010503283
1743,0,subtle_anomaly,monitor closely + collect more contextual data,0.4152772514071476,57.29096587696713,0.0036001836
1744,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4434055318691107,52.7796886763215,0.9999715
1745,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4684018918323758,77.60811564797241,0.9991517
1746,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4445298552892223,64.65499307410833,0.999967
1747,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4288034302663693,58.46837635323662,0.9999206
1748,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4251589130626156,61.25556448331713,0.9999491
1749,0,subtle_anomaly,monitor closely + collect more contextual data,0.4594708381687248,62.47672839151421,0.00015899011
1750,0,subtle_anomaly,monitor closely + collect more contextual data,0.4420358742226062,59.94442844007659,5.785725e-05
1751,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4514877042892409,67.4733237240414,0.99985814
1752,0,subtle_anomaly,monitor closely + collect more contextual data,0.429484194390669,54.71964093304941,0.0008969928
1753,0,subtle_anomaly,monitor closely + collect more contextual data,0.383595351610945,43.06237192007714,0.00024326441
1754,0,subtle_anomaly,monitor closely + collect more contextual data,0.3815086805032098,44.39542175035616,0.00030978836
1755,1,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.5066942047647629,81.93596591867404,0.99985373
1756,0,subtle_anomaly,monitor closely + collect more contextual data,0.4564879597263884,65.1124227614254,0.00018029718
1757,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.392908327117293,44.2638957106753,0.9950664
1758,0,subtle_anomaly,monitor closely + collect more contextual data,0.4598102931941637,64.75631745157192,0.00052139943
1759,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4356849688022119,57.90334411129582,0.99993145
1760,0,subtle_anomaly,monitor closely + collect more contextual data,0.4335354691737835,65.75180360468691,2.208336e-05
1761,0,subtle_anomaly,monitor closely + collect more contextual data,0.3849375538730562,42.76873204520463,0.00029621454
1762,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.461774806508043,64.11411810421797,0.999962
1763,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4286291972703402,52.532020149892766,0.9999354
1764,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4512737191730335,58.21415226647791,0.99980205
1765,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.439467290542303,57.86499546435857,0.9999058
1766,0,subtle_anomaly,monitor closely + collect more contextual data,0.4196930591867587,48.36390409494264,0.00033843762
1767,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4599632625683789,72.00221835363102,0.99951506
1768,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4313795634902428,56.347893692781376,0.99922526
1769,0,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.5763136958930315,104.2612985935856,0.0005394784
1770,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4527932607130702,60.01938267149519,0.9985688
1771,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4001063022277306,49.9739501263482,0.9999645
1772,0,subtle_anomaly,monitor closely + collect more contextual data,0.4184579981827598,52.63334487501716,0.00040294073
1773,0,subtle_anomaly,monitor closely + collect more contextual data,0.395486334386157,47.69605556864483,1.7723924e-05
1774,1,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.5412777033939113,97.96276899787496,0.99947935
1775,0,subtle_anomaly,monitor closely + collect more contextual data,0.4130318068157494,51.34172912245245,0.0007552857
1776,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4144218489841864,57.2844925200352,0.9998541
1777,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4448791169982977,54.623952821010455,0.9996196
1778,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4281320515743202,56.66444788950511,0.9999701
1779,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4225439039154756,54.80383526443128,0.79597473
1780,0,subtle_anomaly,monitor closely + collect more contextual data,0.4268266457584128,55.53081803760661,0.0013298924
1781,0,subtle_anomaly,monitor closely + collect more contextual data,0.4119461020956592,57.15719964188138,0.00017596222
1782,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4262141003700474,51.65834129710187,0.9998883
1783,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4269614638537781,56.849019067046754,0.99990404
1784,0,subtle_anomaly,monitor closely + collect more contextual data,0.3940709014644534,45.671830851304286,0.0005379305
1785,0,subtle_anomaly,monitor closely + collect more contextual data,0.4500027290893738,66.79886298059223,0.000119145996
1786,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4084236630492335,55.144321556197085,0.99996114
1787,0,subtle_anomaly,monitor closely + collect more contextual data,0.4029534990062152,49.95589308108713,0.000100074976
1788,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4119137887877986,42.74415100318129,0.9966276
1789,0,subtle_anomaly,monitor closely + collect more contextual data,0.3899022413259109,45.64980925781918,0.00010215061
1790,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4159982992689895,53.410397113794346,0.9999652
1791,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4134543057996228,57.86171885683312,0.9986118
1792,0,subtle_anomaly,monitor closely + collect more contextual data,0.4234258570671456,55.33728526401335,0.00031865324
1793,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4093096674361712,55.8249400701048,0.99955255
1794,0,subtle_anomaly,monitor closely + collect more contextual data,0.3824957874358609,44.05241894518987,9.1522445e-05
1795,0,subtle_anomaly,monitor closely + collect more contextual data,0.4227651641385375,46.40102618045678,0.0013952524
1796,0,subtle_anomaly,monitor closely + collect more contextual data,0.4326479843298193,49.79332105017555,0.0032386759
1797,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4343006688623591,56.456055733101806,0.99990296
1798,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4334404227206626,65.53044926451834,0.999969
1799,1,collective_anomaly,investigate multivariate patterns + check correlated KPIs,0.5025633947907906,93.92077980762878,0.99934214
1800,1,temporal_pattern_anomaly,analyze time-series behavior + review LSTM/Transformer features,0.4151875438761697,56.72077669573514,0.9998956
