window_idx,true_label,score_isolation_forest,score_random_forest,score_xgboost,score_lstm_autoencoder,score_anomaly_transformer
1699,1,0.4718426849793493,1.0,0.99997175,0.058590427,646.56976
1700,1,0.46696434114092306,1.0,0.9999751,0.06863861,646.7659
1701,1,0.4645841385895043,1.0,0.9990257,0.06164787,647.0406
1702,1,0.4900819760177275,1.0,0.99832493,0.06491033,647.32983
1703,1,0.48263762182020353,1.0,0.99997926,0.054204565,647.70557
1704,0,0.441987655037933,0.5877409222721756,0.2020043,0.011266351,6.3271275
1705,0,0.44651289952206585,0.08942870092386136,0.0030920503,0.012634401,6.2877617
1706,1,0.43618813176162874,0.894746433819364,0.9990252,0.011945111,39.299637
1707,0,0.4400956769251547,0.09747412123275742,0.006005184,0.013478427,6.5860124
1708,0,0.43698845089969574,0.13184039700580655,0.0046067354,0.015094297,8.828238
1709,1,0.4310747864269919,1.0,0.999923,0.03118687,643.9215
1710,1,0.4346151779800929,1.0,0.99994135,0.09046994,643.85724
1711,1,0.4317631621128092,1.0,0.99996936,0.07803847,644.23456
1712,1,0.42000294206544964,1.0,0.9999745,0.0933641,644.1394
1713,1,0.4280064500467442,1.0,0.9999634,0.09643302,644.69867
1714,1,0.41975721843893576,1.0,0.9999721,0.08871333,644.9635
1715,1,0.42317716419348766,1.0,0.9999697,0.07609289,645.4211
1716,1,0.4472581272559813,1.0,0.9999734,0.06413262,645.84796
1717,1,0.4428504050996814,1.0,0.99995816,0.04854592,646.07764
1718,1,0.44585565181443937,1.0,0.9999777,0.054634117,646.2362
1719,1,0.4594817328233769,1.0,0.99997497,0.057920717,646.5221
1720,1,0.46602130698786365,1.0,0.9988984,0.06492519,646.6343
1721,1,0.46891526857110655,1.0,0.99997854,0.059817232,646.97833
1722,1,0.46993043791788924,1.0,0.9999728,0.0614921,647.2056
1723,1,0.47457108727834785,1.0,0.99997544,0.050766986,647.7992
1724,1,0.4731488878621792,1.0,0.99997425,0.03939297,648.2656
1725,0,0.45136230890390366,0.0008218339681088471,0.0018172772,0.028394612,6.3635793
1726,0,0.45437318271857907,0.0011232625413306703,0.0020254191,0.027540905,6.3782806
1727,0,0.44745585508727,0.00020961699062266073,0.0013911799,0.02487896,6.342257
1728,0,0.44112242802753754,3.6433283597225275e-05,2.031603e-05,0.022296155,6.303858
1729,0,0.4359320563902436,2.8451932229005063e-05,7.207548e-05,0.021004776,6.2651153
1730,0,0.4376163488427544,2.8451932229005063e-05,2.090861e-05,0.020029131,6.263659
1731,0,0.44029576547634924,2.7300771357742636e-05,2.3190418e-05,0.018874316,6.233383
1732,0,0.44372464769705355,2.2434012620037925e-05,1.6331025e-05,0.018446289,6.2339206
1733,0,0.43982790630421864,0.0001652160858878973,5.9350943e-05,0.019160625,6.2149854
1734,0,0.4445774456504111,0.00017008284462560202,5.6239372e-05,0.019171096,6.2615867
1735,0,0.44456784072995587,0.001573428826568897,0.001466168,0.016195914,6.27056
1736,0,0.4324357378873419,2.889660624630876e-05,1.616919e-05,0.014259621,6.281947
1737,0,0.428506665797444,2.889660624630876e-05,1.704891e-05,0.014599862,6.2898607
1738,0,0.43822490562014826,2.889660624630876e-05,2.905597e-05,0.012818301,6.297982
1739,0,0.43935111147569217,0.0010513393582641613,8.609887e-05,0.012257525,6.2991986
1740,0,0.44027953181168905,0.005462111290604827,5.5420864e-05,0.012093568,6.322403
1741,1,0.4353590016207039,0.5411986049394429,0.8111368,0.012815614,623.23615
1742,1,0.4355740414867536,0.4397406416417435,0.7007354,0.013080772,569.24304
1743,0,0.4440525651000538,0.554311504323174,0.66185856,0.0127017535,16.936348
1744,1,0.43682340549830145,0.8745877075847303,0.9996872,0.011919534,8.970715
1745,0,0.434355758945907,0.08844302750493921,0.0051043467,0.013519943,6.283907
1746,0,0.4364962336371373,0.10756977822115282,0.00596476,0.012226243,6.33933
1747,1,0.44001967413091686,0.7326280556019211,0.72754925,0.013693665,10.877092
1748,1,0.4366121902521083,0.6406090806366042,0.7412318,0.015118139,614.22095
1749,1,0.43802752204570283,0.9993829587609742,0.9999113,0.02992619,643.87146
1750,1,0.44153337848332075,0.9942997820639783,0.99994314,0.09014515,644.2224
1751,1,0.4329128852178096,1.0,0.9999608,0.0774144,644.1002
1752,1,0.42956109323788005,1.0,0.99997485,0.09758023,644.466
1753,1,0.4367375898131159,1.0,0.9999695,0.09171996,644.6
1754,1,0.4332144961981953,1.0,0.99997437,0.08697935,645.02954
1755,1,0.4329723966601812,1.0,0.9999821,0.076965325,645.6228
1756,1,0.43670055087338916,1.0,0.9999759,0.06482069,645.934
1757,1,0.44399394216807225,1.0,0.9999732,0.04755245,646.1639
1758,1,0.45293942402966403,1.0,0.9999764,0.054120366,646.2833
1759,1,0.45091955502124975,1.0,0.99997294,0.057115737,646.4926
1760,1,0.4524100558810839,1.0,0.9999758,0.063019015,646.5476
1761,1,0.4609146502948422,1.0,0.99997807,0.058249865,646.9923
1762,1,0.45436280234895815,1.0,0.9999831,0.058694843,647.1818
1763,1,0.4628093597813009,1.0,0.9999833,0.04965311,647.58606
1764,1,0.4663113702735192,1.0,0.9999807,0.038047202,647.925
1765,0,0.44147358215421584,0.0005651049255800191,0.0021014132,0.028369127,6.3625917
1766,0,0.4377753304977418,0.000663222713158108,0.002653086,0.028132904,6.3764076
1767,0,0.4268046084383333,0.0008481722824744899,0.0019724108,0.025250332,6.342589
1768,0,0.4282120054377746,0.0002598813713008611,3.3269673e-05,0.02238165,6.3013363
1769,0,0.43106791955697704,0.0002516992568117167,1.8799286e-05,0.021721492,6.2666993
1770,0,0.43306184195709807,0.00024912914946529404,0.00016113643,0.019891398,6.258127
1771,0,0.4457863758331665,0.00023661149393459897,2.8046174e-05,0.019075079,6.2274942
1772,0,0.44486308307073613,0.00024186429032067118,0.0001770837,0.018227676,6.236754
1773,0,0.43954728777382274,0.0013463447407878544,0.0008890226,0.019156395,6.2233458
1774,0,0.4478007028376836,0.000756025329329712,6.9619695e-05,0.019292839,6.2584896
1775,0,0.44126338074691096,0.0009627511805630599,0.0006223667,0.016293868,6.271146
1776,0,0.4332924083975549,0.00023820732882316509,2.6134852e-05,0.014074033,6.2824755
1777,0,0.4366758442418717,0.0002495738234825977,0.00017536542,0.014287246,6.28518
1778,0,0.43212506536983747,0.0009543788911313702,0.00026755882,0.012558406,6.303411
1779,0,0.4424430577892817,7.239805164404492e-05,5.3017713e-05,0.013147167,6.2976336
1780,0,0.4372706091725815,0.0128120841294085,7.2507515e-05,0.012130434,6.3238482
1781,0,0.43537648191454315,0.23315416681380943,0.16299959,0.012832907,26.617645
1782,0,0.44411032251989935,0.22067437544502772,0.023140237,0.013415024,393.52557
1783,0,0.44348692861916406,0.21750773823305744,0.029790364,0.013196917,16.036192
1784,1,0.4483735692141289,0.8328155289169631,0.99921036,0.011750667,7.3271575
1785,0,0.4415594711941316,0.08844969438183045,0.00573204,0.013311507,6.2895713
1786,0,0.439951310049288,0.1107118532818091,0.053737838,0.012111356,6.3090463
1787,0,0.4464407976352988,0.07825296151610202,0.0046498217,0.013638164,6.865178
1788,0,0.44555218454913004,0.08380132912478723,0.004883517,0.015059386,6.3185964
1789,1,0.4337434081159544,0.9986717517102394,0.9999509,0.03069617,643.8418
1790,1,0.4397390853782291,0.9996506873338763,0.9999397,0.07522523,643.99817
1791,1,0.4332276640997764,1.0,0.9999566,0.087022275,644.1706
1792,1,0.4297277624289048,1.0,0.9999751,0.08124793,644.0944
1793,1,0.4322055801632831,1.0,0.9999697,0.090194665,644.7488
1794,1,0.4277608420558622,1.0,0.9999685,0.08901783,645.02496
1795,1,0.4289497938230435,1.0,0.99996674,0.0773389,645.3634
1796,1,0.4278056345698042,1.0,0.9999794,0.06528924,645.9482
1797,1,0.4346752548615282,1.0,0.9999764,0.04830701,646.16797
1798,1,0.450058462475902,1.0,0.99997675,0.054883406,646.25085
1799,1,0.4489328554497599,1.0,0.99997413,0.058200773,646.60266
1800,1,0.45143013838851953,1.0,0.99998105,0.06435229,646.67554
1801,1,0.4521674533115177,1.0,0.9999778,0.05895542,647.16516
1802,1,0.4470195826413648,1.0,0.9999746,0.061289992,647.3163
1803,1,0.4535440853134691,1.0,0.99997926,0.050837766,647.8249
1804,1,0.45968544292219,1.0,0.9999751,0.039924853,648.02386
1805,0,0.43978796002926324,0.003511464733439124,0.00185699,0.02865992,6.3395505
1806,0,0.43831321450056226,0.0062554322745283575,0.0019827168,0.027880566,6.3785024
1807,0,0.4357893926735662,0.07235494224058986,0.0033343593,0.025062017,6.342789
1808,0,0.43447600161488575,5.913540548179277e-05,2.306512e-05,0.021887187,6.2991295
1809,0,0.43632866162703665,3.7217452107717264e-05,2.267527e-05,0.020942176,6.262675
1810,0,0.4308632152402752,3.7217452107717264e-05,1.3970524e-05,0.019773552,6.248051
1811,0,0.4323373633536413,4.618584636023183e-05,0.00010788689,0.018697325,6.2308917
1812,0,0.43451771807074296,3.119953249875012e-05,2.119382e-05,0.018169522,6.245971
1813,0,0.4330970038649172,0.00011433175348120573,7.1585455e-05,0.01921813,6.2228684
1814,0,0.4430535923176078,0.00014035689634723744,0.0012839418,0.019155752,6.2627435
1815,0,0.43486429676707233,0.00012228708215587426,5.2289655e-05,0.016698662,6.270984
1816,0,0.4346819010843695,4.555927409513198e-05,1.968047e-05,0.014226441,6.2791543
1817,0,0.4286198768314434,4.555927409513198e-05,1.5693366e-05,0.015423154,6.290648
1818,0,0.43381653831098166,4.555927409513198e-05,3.1011878e-05,0.013239759,6.2959366
1819,0,0.43434613843326375,0.0005508474244119542,4.5971057e-05,0.012871617,6.2935677
1820,0,0.4329681140756635,0.004319293735938683,6.9920294e-05,0.01151272,6.322373
1821,0,0.43335452466254776,0.18746430618144946,0.009232345,0.012624623,7.0496073
1822,1,0.43669583817292446,0.48904731409829355,0.6333757,0.013007725,635.6876
1823,1,0.44148411184862835,0.556599482778903,0.78862923,0.013008624,611.7118
1824,1,0.4416689452204917,0.8766334705615006,0.9991055,0.011264186,271.6059
1825,0,0.4404383983308558,0.15761759225200392,0.003312377,0.012566102,6.2986007
1826,0,0.44059856496895955,0.15830325420963998,0.00764798,0.011706331,6.309304
1827,1,0.4438888276862417,0.9017095423976073,0.9989926,0.013410086,626.4684
1828,0,0.44182274422389706,0.2963838060810975,0.35322767,0.014898028,7.461654
1829,1,0.43876786224742886,0.9979936586262261,0.9999325,0.03286921,643.9536
1830,1,0.4426985603742396,0.9979612002718374,0.9999521,0.081420995,644.135
1831,1,0.4336958197834241,0.9991891749367918,0.9999497,0.078297906,644.33545
1832,1,0.4276005117520844,1.0,0.99996674,0.07256746,644.0326
1833,1,0.43239503152394654,1.0,0.99995565,0.09437986,644.75385
1834,1,0.4304361910129228,1.0,0.99997973,0.08884858,645.11005
1835,1,0.42987935749032813,1.0,0.9999746,0.07576308,645.38586
1836,1,0.4393115313111112,1.0,0.99996924,0.06492747,645.9315
1837,1,0.44164814119253615,1.0,0.9999771,0.04818185,646.0708
1838,1,0.44816683115464107,1.0,0.99997723,0.05411408,646.27966
1839,1,0.45367439832169515,1.0,0.9999807,0.057616115,646.50146
1840,1,0.45316581973365866,1.0,0.9999815,0.06363268,646.62585
1841,1,0.45943312489026583,1.0,0.99997306,0.05882745,647.0321
1842,1,0.45347923798113904,1.0,0.99997854,0.06056376,647.267
1843,1,0.4634721853014492,1.0,0.99997556,0.05054908,647.7431
1844,1,0.467495041459813,1.0,0.99997556,0.03930452,648.15546
1845,0,0.451369265466745,0.003590821159695702,0.0020395468,0.028263032,6.3645024
1846,0,0.444438044263476,0.003452344437988062,0.0022261506,0.026950527,6.376713
1847,0,0.43752499135897516,0.000776843614338895,0.0025571613,0.02466308,6.341663
1848,0,0.434208091616488,5.0369885603080566e-05,3.794414e-05,0.021908024,6.299066
1849,0,0.42933675083966,2.8451932229005063e-05,2.9936024e-05,0.02103821,6.2622266
1850,0,0.43563229089778693,2.8451932229005063e-05,2.2947654e-05,0.02002172,6.24723
1851,0,0.4448980185131768,0.00039387722522811057,0.00015649662,0.018780388,6.2158284
1852,0,0.44781247969759663,2.2434012620037925e-05,4.4998014e-05,0.01793175,6.2221956
1853,0,0.4364435548039321,0.0011785602968001439,6.9183036e-05,0.01906798,6.215449
1854,0,0.4470245936570077,0.0025078653675595117,0.001938669,0.018673277,6.2555113
1855,0,0.44038931984122803,0.001316501663584851,8.967566e-05,0.016149722,6.2674026
1856,0,0.43283021157194745,4.245083648279568e-05,2.6326868e-05,0.014060578,6.2793293
1857,0,0.43093743455008415,4.245083648279568e-05,2.4246445e-05,0.013977596,6.2863646
1858,0,0.4280825592054002,4.245083648279568e-05,3.428709e-05,0.01252857,6.2966485
1859,0,0.4328521448205478,0.000688466536066664,5.9596463e-05,0.012416752,6.2948046
1860,0,0.43931517675783804,0.003854570783202076,9.620309e-05,0.011703232,6.310536
1861,0,0.43329601245721583,0.21466775380193956,0.007530366,0.01204607,6.324585
1862,1,0.43614980890369154,0.5086391050638416,0.4447866,0.012778663,638.5106
1863,0,0.4445923729897722,0.3327400162209788,0.16098265,0.01236271,6.354467
1864,0,0.44038126391960614,0.052866465353098746,0.0020612285,0.012320507,6.294996
1865,1,0.43309655775776956,0.7525247021842671,0.45310655,0.013968804,7.1525483
1866,1,0.4328999138978274,0.9166560426142952,0.9989833,0.012514527,625.72546
1867,0,0.43610807519531813,0.07623453889169943,0.0030308897,0.013860536,6.5291734
1868,1,0.4336669889482743,0.872844775877659,0.9985886,0.0153187,602.28235
1869,1,0.4341026660179357,1.0,0.99985564,0.029870894,643.7815
1870,1,0.4436801623479829,1.0,0.9999342,0.07391802,643.88934
1871,1,0.4322438704111363,1.0,0.9999205,0.08578202,643.7235
1872,1,0.42968703109979584,1.0,0.9999565,0.063712634,644.2771
1873,1,0.4357773567032736,1.0,0.9999572,0.088748865,644.40234
1874,1,0.4274486588603735,1.0,0.9999771,0.08954025,644.9617
1875,1,0.435330878202707,1.0,0.9999782,0.07766708,645.36536
1876,1,0.4351816046789182,1.0,0.9999825,0.06513529,645.8247
1877,1,0.4441404372629498,1.0,0.99998367,0.048423484,646.0543
1878,1,0.44855129181869535,1.0,0.9999801,0.0544382,646.2168
1879,1,0.4495260379801777,1.0,0.99997616,0.058282416,646.4105
1880,1,0.45579551832330095,0.9998032978144712,0.9999745,0.06287935,646.4821
1881,1,0.4624832540121517,1.0,0.9999716,0.058494084,646.8677
1882,1,0.4550663112662238,0.9995288376150321,0.999106,0.059781034,647.0784
1883,1,0.4668541271020944,1.0,0.999979,0.05036315,647.5978
1884,1,0.46838722776018343,1.0,0.9979158,0.03900407,648.0037
1885,0,0.45172822974769233,0.01077055855614003,0.0027189055,0.028037766,6.360492
1886,0,0.44656472191017493,0.003860253235194119,0.002607175,0.026727203,6.370037
1887,0,0.4418007988207371,0.0018865528455575212,0.0025166424,0.024444107,6.338486
1888,0,0.4408908264576971,0.001298338708017799,5.42354e-05,0.021775495,6.295309
1889,0,0.43545922311406987,4.238853423486036e-05,4.8455124e-05,0.020931948,6.266598
1890,0,0.4355307128655215,0.00014860072697150205,0.00017664068,0.01958244,6.252207
1891,0,0.44307688056643707,2.7300771357742636e-05,2.4579713e-05,0.018752456,6.2288013
1892,0,0.4471972529367429,4.816422065065867e-05,0.00017917158,0.017852755,6.2211123
1893,0,0.43892347915485624,0.0024163805062021675,5.9894668e-05,0.019028855,6.2212815
1894,0,0.4435977051298185,0.00017088131849853154,7.708588e-05,0.018945543,6.26459
1895,0,0.44022297494581303,0.0016542173816215253,4.9049042e-05,0.01653046,6.273655
1896,0,0.43256033087017615,2.889660624630876e-05,1.847819e-05,0.014116663,6.2842965
1897,0,0.4330594626413722,4.283320825216405e-05,3.4223456e-05,0.01378067,6.2868214
1898,0,0.4361438537673131,0.010392510512125442,3.3032156e-05,0.012442237,6.296242
1899,0,0.44225555509429615,0.016212472301875988,0.0010504063,0.011956865,6.2974505
1900,0,0.44034989011191933,0.014847365335354606,0.00010840189,0.011514444,6.32388
1901,0,0.4498579954436011,0.5836808957271806,0.7852824,0.011446411,6.421517
1902,0,0.4504473292423435,0.4825339328472662,0.4382437,0.012377662,12.145595
1903,1,0.45665638385935575,0.4710444797746511,0.4354935,0.01208226,53.480717
1904,1,0.43874017096220264,0.8655160753907285,0.99937516,0.011285793,267.10815
1905,1,0.43572244814205074,0.2056332659425782,0.28526658,0.012551262,6.388306
1906,0,0.43160713491514785,0.10370210852931017,0.0049595735,0.011768668,6.305722
1907,0,0.44158386619279505,0.12448141537696603,0.005715606,0.013510245,6.342948
1908,0,0.433672272945284,0.40368215262964063,0.5059712,0.014966394,8.312478
1909,1,0.4399661942096815,0.9995288376150323,0.99991894,0.031103551,643.69214
1910,1,0.4419992818487321,0.9995288376150323,0.9999093,0.097337656,643.5649
1911,1,0.43134777555470366,0.998686855462001,0.99995744,0.076882124,644.1994
1912,1,0.4314370513732933,0.9992111749400806,0.9999733,0.083772376,644.2742
1913,1,0.43478658219441185,1.0,0.99996626,0.09734208,644.7114
1914,1,0.42494245140772935,1.0,0.9999778,0.08890118,644.91113
1915,1,0.42786617591650883,1.0,0.99996173,0.07588146,645.33765
1916,1,0.426087122729593,1.0,0.99997294,0.065407604,645.8501
1917,1,0.4351305311492412,1.0,0.999967,0.048695285,646.0389
1918,1,0.44080776112627196,1.0,0.9999776,0.05511661,646.1045
1919,1,0.44109589512773456,1.0,0.9999739,0.0586114,646.45654
1920,1,0.45613399351875733,1.0,0.9999732,0.06361632,646.608
1921,1,0.4517117226343137,0.9989206151453067,0.99911183,0.058692183,647.0436
1922,1,0.44640918344683217,1.0,0.99915564,0.06030581,647.2861
1923,1,0.46151837450158184,1.0,0.9987172,0.05056046,647.6526
1924,1,0.46294340445377213,1.0,0.99905604,0.040030554,647.9648
1925,0,0.45199823270163375,8.938673108731592e-05,0.0018607926,0.028583486,6.3618674
1926,0,0.4375561143122796,0.002664777667402308,0.0028501605,0.026593026,6.3731756
1927,0,0.43048338687365545,0.000722754118685399,0.0020311165,0.024337478,6.34143
1928,0,0.426913121959762,6.0704907318947113e-05,5.409113e-05,0.021788847,6.2994986
1929,0,0.42740848846131513,5.375502889429303e-05,0.00021774469,0.020691907,6.264397
1930,0,0.4304458589502411,2.8451932229005063e-05,1.6938093e-05,0.019663228,6.2509723
1931,0,0.43025206160586077,2.7300771357742636e-05,1.3752754e-05,0.018900605,6.221056
1932,0,0.43420843278010746,2.2434012620037925e-05,1.9772895e-05,0.01836512,6.2213373
1933,0,0.4271268246276076,0.00018185490676838267,0.0010032057,0.018470777,6.208371
1934,0,0.43556791619049695,0.0002688380662454901,0.0017087831,0.018578593,6.2607327
1935,0,0.43122290090363186,0.00011218143917702823,8.940619e-05,0.016059281,6.269448
1936,0,0.425353473261549,2.889660624630876e-05,1.8899987e-05,0.013977003,6.2810054
1937,0,0.4247167931655908,2.889660624630876e-05,1.832997e-05,0.013751908,6.286108
1938,0,0.4323228847939845,2.889660624630876e-05,3.239192e-05,0.01217553,6.288928
1939,0,0.4447209840896857,8.660394690837778e-05,4.2072523e-05,0.01195108,6.29392
1940,0,0.44572749491553815,0.032785327472026164,0.0002897868,0.010978687,6.3118825
1941,0,0.4417254588196471,0.3780070761806352,0.15804571,0.011319306,7.140295
1942,1,0.4497908755483896,0.5221153554230221,0.7685833,0.012303377,627.80365
1943,0,0.4495845667747279,0.4277538620294491,0.34100017,0.011943431,9.017475
1944,0,0.4371058003033018,0.05919874756292459,0.003608359,0.011213849,6.290061
1945,0,0.43578332165172207,0.25883469000081233,0.11585981,0.0126571255,6.314979
1946,1,0.4293170060783363,0.8911719844524464,0.9990778,0.011954798,8.001171
1947,0,0.43717293076656444,0.07117508847636264,0.003456096,0.013464137,6.321328
1948,0,0.43268086468830275,0.0890436077217586,0.0045458246,0.014990888,6.319529
1949,1,0.4353866413824497,0.9990183772303438,0.9999455,0.031319957,643.86414
1950,1,0.44019276742913466,1.0,0.9999429,0.091418736,643.9492
1951,1,0.4341447981572673,1.0,0.9999306,0.07970632,644.1499
1952,1,0.42289340160698885,1.0,0.99996483,0.0720572,644.2929
1953,1,0.4253044969230446,0.9997536170062373,0.9999671,0.096299455,644.4974
1954,1,0.4238394889697132,1.0,0.99997365,0.09018717,645.0227
1955,1,0.42900002407409216,1.0,0.9999713,0.07668986,645.49133
1956,1,0.43000892922916606,0.9996506873338763,0.99996877,0.06390487,645.92474
1957,1,0.43607357073599196,1.0,0.9999672,0.047579743,646.0723
1958,1,0.4440827720172654,1.0,0.9999733,0.05487271,646.1769
1959,1,0.4485993147159541,1.0,0.9999788,0.05872099,646.3985
1960,1,0.45121917100571257,1.0,0.9999689,0.06524616,646.5771
1961,1,0.45415887721415327,1.0,0.99998176,0.059359957,647.0426
1962,1,0.4604377501923608,0.9994721866653051,0.99997866,0.061335817,647.1763
1963,1,0.4564948995735108,1.0,0.9999796,0.05145339,647.6515
1964,1,0.4599159842033946,1.0,0.99926597,0.039805446,648.1743
1965,0,0.4444965274304118,0.003377238233140251,0.0024990684,0.02902964,6.333277
1966,0,0.440984315638105,0.001062571822932968,0.0023482856,0.027627805,6.3732405
1967,0,0.4359865016046582,0.0003498115021643623,0.0025014696,0.02505662,6.340766
1968,0,0.43346146390721785,5.9498432509776934e-05,3.0627973e-05,0.022254756,6.299461
1969,0,0.43740425323546833,5.115405411357257e-05,2.634264e-05,0.021060215,6.267887
1970,0,0.4322938060728764,5.115405411357257e-05,2.3851206e-05,0.019866165,6.257045
1971,0,0.44201395067045074,5.000289324231014e-05,2.0382517e-05,0.019224338,6.2342343
1972,0,0.43816801731531013,2.2434012620037925e-05,4.8553928e-05,0.017827518,6.2313013
1973,0,0.4329610251080491,0.0001652160858878973,5.6431323e-05,0.019004906,6.2165356
1974,0,0.44557018547908345,0.0001784246666130167,8.471001e-05,0.018951833,6.255552
1975,0,0.4405836422225065,9.743032603598191e-05,7.543257e-05,0.016248666,6.267464
1976,0,0.4320647343482728,3.679375421641977e-05,5.4096912e-05,0.0136046605,6.2835298
1977,0,0.42753532468876193,3.679375421641977e-05,9.682607e-05,0.013367901,6.2902384
1978,0,0.4291410717550139,5.073035622227508e-05,3.5462617e-05,0.012523751,6.293035
1979,0,0.43602984471275913,8.436683628354641e-05,5.4511405e-05,0.012508106,6.298079
1980,0,0.4349400726082813,0.002301695936011709,0.00011109192,0.0116013205,6.3213906
1981,1,0.4426915371252535,0.44387927797053445,0.4914711,0.012455401,618.089
1982,0,0.4403809096883046,0.13892905990885743,0.0029892013,0.013338705,6.4477515
1983,0,0.4478802322411265,0.2379194907122824,0.08351832,0.012601415,7.020158
1984,0,0.4361187463942158,0.23039337958903114,0.21371853,0.014633688,6.3266754
1985,0,0.432393015960197,0.05629634253892881,0.0019855136,0.018662428,6.287427
1986,1,0.43366105372208985,0.9013963699782375,0.99937636,0.013959034,7.902917
1987,1,0.44054793511046964,0.8725491792185919,0.9985147,0.014712994,617.2281
1988,0,0.4382152814085704,0.0923497681332843,0.0024422365,0.01643819,6.3355045
1989,1,0.4401876567817321,0.9993159441308372,0.99993634,0.0570747,643.84247
1990,1,0.43955775249926116,0.9992591553948028,0.9999399,0.06655572,644.0617
1991,1,0.43264578262628656,0.9981495444933782,0.99991417,0.072891355,644.2155
1992,1,0.4242137913265782,0.9994384257862918,0.99997187,0.06453786,644.4054
1993,1,0.4348531484893036,1.0,0.9999713,0.09359563,644.84674
1994,1,0.43026225614552016,0.9996506873338763,0.9999677,0.088342205,645.08136
1995,1,0.4288716067172897,1.0,0.9999683,0.07770031,645.64667
1996,1,0.4337016167639882,1.0,0.999979,0.06570007,646.08636
1997,1,0.44330237601036365,1.0,0.99997747,0.04872811,646.3092
1998,1,0.4461969615291266,1.0,0.9999752,0.05525928,646.5461
1999,1,0.44610956570167265,1.0,0.99997234,0.05839247,646.78705
2000,1,0.4486025730397574,1.0,0.9999641,0.06596372,646.8965
2001,1,0.45154135199433787,1.0,0.99997234,0.060397405,647.19507
2002,1,0.44522818004559156,1.0,0.99996734,0.06187446,647.5572
2003,1,0.461109098930879,1.0,0.9987464,0.051667668,647.8836
2004,1,0.45992138680451894,0.9993713068797789,0.9996549,0.041359983,648.2607
2005,0,0.4513643485338731,0.0017405840315975107,0.00181695,0.028956424,6.3417935
2006,0,0.4423550829168975,0.001994425693345258,0.0024353177,0.027367098,6.3760943
2007,0,0.43354197278868956,0.0005039800567186032,0.002616531,0.025562199,6.3335004
2008,0,0.4364139563744117,4.086794729459992e-05,2.2467126e-05,0.022942,6.3006144
2009,0,0.43180956174829715,2.8451932229005063e-05,2.2539381e-05,0.021600444,6.2694373
2010,0,0.4340005254592159,2.8451932229005063e-05,2.5312025e-05,0.020036822,6.2517653
2011,0,0.43491369596906376,2.7300771357742636e-05,1.9077506e-05,0.019363096,6.2360287
2012,0,0.44192951413950843,2.2434012620037925e-05,1.8275652e-05,0.018375611,6.231648
2013,0,0.4337560956373753,0.00017752805975601888,0.001214329,0.018623777,6.2093706
2014,0,0.4423917518212746,0.00017877846646864254,9.953032e-05,0.01886284,6.2574763
2015,0,0.43761763571018814,0.00017943035485387264,4.915285e-05,0.016402714,6.2702885
2016,0,0.43361408037438787,3.679375421641977e-05,2.519299e-05,0.013900373,6.2787037
2017,0,0.4292206401335516,3.679375421641977e-05,3.382985e-05,0.013266013,6.283857
2018,0,0.4327811616112137,4.245083648279568e-05,5.603488e-05,0.011920428,6.2978315
2019,0,0.4370324115319524,0.00010015817714486468,4.5501805e-05,0.0120055415,6.2943416
2020,0,0.4353247559150678,0.0028186501717917677,7.486386e-05,0.011493411,6.317557
2021,0,0.4413924600536057,0.37596064281270464,0.10009945,0.011263577,6.3348155
2022,0,0.4465659634829212,0.40439677591025547,0.16114688,0.012140236,7.0327277
2023,0,0.4500601117383378,0.3743778735624761,0.3784632,0.0117068505,7.676635
2024,0,0.44831129266472325,0.03507344108234394,0.0009720641,0.011232499,6.3023214
2025,0,0.4472641745603643,0.03416226576804121,0.00061798823,0.0126561085,6.292224
2026,1,0.4392997425949335,0.8036123885893426,0.9997346,0.012012845,7.5586023
2027,0,0.4422261701833295,0.06892187236579969,0.0030217108,0.013667375,6.794406
2028,0,0.43563813292050496,0.0716547487263472,0.002812772,0.015021771,6.3433437
2029,1,0.4274077196769283,0.9989763106023444,0.9999285,0.031816617,643.77155
2030,1,0.4309496316228933,1.0,0.9999664,0.09390835,644.0075
2031,1,0.43050643703289065,1.0,0.99996805,0.07553527,643.9429
2032,1,0.42556563618362275,1.0,0.9999771,0.066042274,644.18976
2033,1,0.4313244098711062,1.0,0.9999745,0.091322154,644.7198
2034,1,0.4348884376465462,1.0,0.9999696,0.09222052,645.00824
2035,1,0.4354927620099468,1.0,0.99997735,0.077181034,645.4663
2036,1,0.4437892983771137,1.0,0.9999752,0.06333711,645.9146
2037,1,0.45543914559538556,1.0,0.99997854,0.04914234,646.16437
2038,1,0.4598387398304735,1.0,0.999979,0.055919472,646.3407
2039,1,0.4557607163790647,1.0,0.9999765,0.0589614,646.5826
2040,1,0.45293141441034196,1.0,0.9999831,0.06533348,646.69
2041,1,0.4597819232428575,1.0,0.9999695,0.060246456,647.09247
2042,1,0.4584945013916613,1.0,0.9993267,0.061887387,647.3006
2043,1,0.46100122274538957,1.0,0.99998415,0.052071057,647.6249
2044,1,0.46333189961119137,1.0,0.99997926,0.040551566,648.1444
2045,0,0.44729102604590776,0.0005960389240725777,0.0024653382,0.028708335,6.3410916
2046,0,0.4419641556877893,0.00020635535677713225,0.0027662313,0.026971532,6.3744135
2047,0,0.43383143521368367,0.00015812846850567198,0.0029063635,0.02487291,6.3428183
2048,0,0.4253481707956064,5.0570648724004743e-05,1.970047e-05,0.022254813,6.296233
2049,0,0.4289741832006418,0.0004001840938599796,1.8971625e-05,0.021319024,6.2645736
